Away_team,GameDate,Home_team,Humidity,IsPlayoffs,Location,Stadium,Surface,Team1_Team2,Temperature,Visibility,Weather_cat,Wind
TEN,12/15/13,ARI,73%,0," Nashville, Tennessee",Nissan Stadium,,ARI_TEN,34,10,Overcast,5
IND,12/15/13,HOU,71%,0," Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,HOU_IND,19,10,Overcast,15
LA,12/15/13,NO,64%,0," St. Louis, Missouri",Edward Jones Dome,Fieldturf,LA_NO,33,6,A Few Clouds with Haze,5
MIA,12/15/13,NE,61%,0," Miami Gardens, Florida",Hard Rock Stadium,Grass,MIA_NE,85,10,Partly Cloudy,12
MIN,12/15/13,PHI,60%,0," Minneapolis, Minnesota",Hubert H. Humphrey Metrodome,Fieldturf,MIN_PHI,3,10,A Few Clouds,6
NYG,12/15/13,SEA,65%,0," Rutherford, New Jersey",MetLife Stadium,Fieldturf,NYG_SEA,40,10,A Few Clouds,11
JAX,12/15/13,BUF,70%,0," Jacksonville, Florida",EverBank Field,,BUF_JAX,66,10,Overcast,8
TB,12/15/13,SF,68%,0," Tampa, Florida",Raymond James Stadium,Grass,SF_TB,69,10,Overcast,7
CAR,12/15/13,NYJ,55%,0," Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_NYJ,44,10,A Few Clouds,5
OAK,12/15/13,KC,48%,0," Oakland, California",Oakland Coliseum,Bluegrass,KC_OAK,55,7,A Few Clouds,4
DAL,12/15/13,GB,29%,0," Arlington, Texas",AT&T Stadium,RealGrass,DAL_GB,59,10,Clear,0
PIT,12/15/13,CIN,63%,0," Pittsburgh, Pennsylvania",Heinz Field,Desso,CIN_PIT,27,10,Overcast and Breezy,18
DET,12/16/13,BAL,84%,0," Detroit, Michigan",Ford Field,Fieldturf,BAL_DET,15,10,Overcast,0
BUF,12/22/13,MIA,97%,0," Orchard Park, New York",New Era Field,A-Turf,BUF_MIA,36,1,Light Rain Fog/Mist,5
CIN,12/22/13,MIN,74%,0," Cincinnati, Ohio",Paul Brown Stadium,,CIN_MIN,53,10,Partly Cloudy,13
KC,12/22/13,IND,75%,0," Kansas City, Missouri",Arrowhead Stadium,Grass,IND_KC,25,6,Overcast with Haze,8
LA,12/22/13,TB,79%,0," St. Louis, Missouri",Edward Jones Dome,Fieldturf,LA_TB,34,7,Overcast,12
NYJ,12/22/13,CLE,64%,0," Rutherford, New Jersey",MetLife Stadium,Fieldturf,CLE_NYJ,70,10,Overcast,11
WAS,12/22/13,DAL,98%,0," Landover, Maryland",FedExField,Grass,DAL_WAS,62,10,A Few Clouds,9
CAR,12/22/13,NO,87%,0," Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_NO,70,6,Light Rain Fog/Mist,12
JAX,12/22/13,TEN,60%,0," Jacksonville, Florida",EverBank Field,,JAX_TEN,82,10,Mostly Cloudy,12
HOU,12/22/13,DEN,69%,0," Houston, Texas",NRG Stadium,Grass,DEN_HOU,59,10,Overcast,10
SEA,12/22/13,ARI,87%,0," Seattle, Washington",CenturyLink Field,Fieldturf,ARI_SEA,50,2,Fog,0
DET,12/22/13,NYG,76%,0," Detroit, Michigan",Ford Field,Fieldturf,DET_NYG,39,10,Overcast,8
GB,12/22/13,PIT,89%,0," Green Bay, Wisconsin",Lambeau Field,Desso,GB_PIT,22,4,Light Snow Fog/Mist,5
LAC,12/22/13,OAK,48%,0," San Diego, California",Qualcomm Stadium,Grass,LAC_OAK,69,0,A few Clouds,2
BAL,12/22/13,NE,81%,0," Baltimore, Maryland",M&T Bank Stadium,,BAL_NE,63,0,Showers,0
PHI,12/22/13,CHI,80%,0," Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,CHI_PHI,60,10,Mostly Cloudy,5
SF,12/23/13,ATL,49%,0," San Francisco, California",Candlestick Park,Kentucky,ATL_SF,57,0,A Few Clouds,0
ATL,12/29/13,CAR,83%,0," Atlanta, Georgia",Georgia Dome,Fieldturf,ATL_CAR,48,10,Overcast,9
CIN,12/29/13,BAL,46%,0," Cincinnati, Ohio",Paul Brown Stadium,,BAL_CIN,59,10,Overcast,9
TEN,12/29/13,HOU,57%,0," Nashville, Tennessee",Nissan Stadium,,HOU_TEN,53,10,A Few Clouds,3
IND,12/29/13,JAX,76%,0," Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,IND_JAX,37,9,Overcast and Breezy,19
PIT,12/29/13,CLE,93%,0," Pittsburgh, Pennsylvania",Heinz Field,Desso,CLE_PIT,41,2,Light Rain Fog/Mist,7
MIA,12/29/13,NYJ,82%,0," Miami Gardens, Florida",Hard Rock Stadium,Grass,MIA_NYJ,79,10,Mostly Cloudy,10
MIN,12/29/13,DET,51%,0," Minneapolis, Minnesota",Hubert H. Humphrey Metrodome,Fieldturf,DET_MIN,-1,10,A Few Clouds,11
NYG,12/29/13,WAS,85%,0," Rutherford, New Jersey",MetLife Stadium,Fieldturf,NYG_WAS,42,2,Heavy Rain Fog/Mist,5
CHI,12/29/13,GB,75%,0," Chicago, Illinois",Soldier Field,Grass,CHI_GB,24,10,Overcast,10
NE,12/29/13,BUF,96%,0," Foxborough, Massachusetts",Gillette Stadium,Fieldturf,BUF_NE,41,3,Rain Fog/Mist,8
NO,12/29/13,TB,55%,0," New Orleans, Louisiana",Mercedes-Benz Superdome,Fieldturf,NO_TB,57,10,Mostly Cloudy,3
ARI,12/29/13,SF,26%,0," Glendale, Arizona",University of Phoenix Stadium,Grass,ARI_SF,66,20,Fair,5
LAC,12/29/13,KC,34%,0," San Diego, California",Qualcomm Stadium,Grass,KC_LAC,71,0,Sunny,2
SEA,12/29/13,LA,79%,0," Seattle, Washington",CenturyLink Field,Fieldturf,LA_SEA,44,10,Overcast,0
OAK,12/29/13,DEN,13%,0," Oakland, California",Oakland Coliseum,Bluegrass,DEN_OAK,71,10,A Few Clouds,10
DAL,12/29/13,PHI,80%,0," Arlington, Texas",AT&T Stadium,RealGrass,DAL_PHI,32,10,Overcast,6
IND,1/4/14,KC,57%,1," Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,IND_KC,35,10,Overcast,6
PHI,1/4/14,NO,74%,1," Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,NO_PHI,21,10,Fair,0
CIN,1/5/14,LAC,73%,1," Cincinnati, Ohio",Paul Brown Stadium,,CIN_LAC,46,10,Overcast,8
GB,1/5/14,SF,60%,1," Green Bay, Wisconsin",Lambeau Field,Desso,GB_SF,4,10,Fair,7
CAR,1/12/14,SF,42%,1," Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_SF,54,,Clear,8
DEN,1/12/14,LAC,20%,1," Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_LAC,41,,Mostly Cloudy,
SEA,1/11/14,NO,75%,1," Seattle, Washington",CenturyLink Field,Fieldturf,NO_SEA,48,,Rain,20
NE,1/11/14,IND,100%,1," Foxborough, Massachusetts",Gillette Stadium,Fieldturf,IND_NE,57,,Rain,18
DEN,1/19/14,NE,10%,1," Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_NE,63,,Clear,
SEA,1/19/14,SF,88%,1," Seattle, Washington",CenturyLink Field,Fieldturf,SEA_SF,43,,Mostly Cloudy,
DEN,2/2/14,SEA,63%,1," Rutherford, New Jersey",MetLife Stadium,Fieldturf,DEN_SEA,49,,Mostly Cloudy,
SEA,9/4/14,GB,53%,0,"Seattle, Washington",CenturyLink Field,Fieldturf,GB_SEA,70,10,Fair,5
ATL,9/7/14,NO,67%,0,"Atlanta, Georgia",Georgia Dome,Fieldturf,ATL_NO,83,10,Thunderstorm,6
CHI,9/7/14,BUF,39%,0,"Chicago, Illinois",Soldier Field,Grass,BUF_CHI,77,10,Partly Cloudy,7
KC,9/7/14,TEN,45%,0,"Kansas City, Missouri",Arrowhead Stadium,Grass,KC_TEN,77,10,Fair,5
LA,9/7/14,MIN,40%,0,"St. Louis, Missouri",Edward Jones Dome,Fieldturf,LA_MIN,76,10,Fair,6
MIA,9/7/14,NE,57%,0,"Miami Gardens, Florida",Hard Rock Stadium,Grass,MIA_NE,89,10,Fair,13
NYJ,9/7/14,OAK,41%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,NYJ_OAK,80,10,Partly Cloudy,3
PHI,9/7/14,JAX,41%,0,"Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,JAX_PHI,80,10,Partly Cloudy,6
PIT,9/7/14,CLE,44%,0,"Pittsburgh, Pennsylvania",Heinz Field,Desso,CLE_PIT,72,10,A Few Clouds,6
BAL,9/7/14,CIN,39%,0,"Baltimore, Maryland",M&T Bank Stadium,,BAL_CIN,78,0,Mostly Cloudy,0
HOU,9/7/14,WAS,74%,0,"Houston, Texas",NRG Stadium,Grass,HOU_WAS,82,10,Thunderstorm,12
TB,9/7/14,CAR,77%,0,"Tampa, Florida",Raymond James Stadium,Grass,CAR_TB,79,10,Overcast,7
DAL,9/7/14,SF,51%,0,"Arlington, Texas",AT&T Stadium,RealGrass,DAL_SF,84,10,Partly Cloudy,0
DEN,9/7/14,IND,33%,0,"Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_IND,70,30,Partly Cloudy,6
DET,9/8/14,NYG,78%,0,"Detroit, Michigan",Ford Field,Fieldturf,DET_NYG,68,10,Fair,3
ARI,9/8/14,LAC,70%,0,"Glendale, Arizona",University of Phoenix Stadium,Grass,ARI_LAC,84,20,Mostly Cloudy,4
BAL,9/11/14,PIT,62%,0,"Baltimore, Maryland",M&T Bank Stadium,,BAL_PIT,80,0,Mostly Cloudy,0
BUF,9/14/14,MIA,41%,0,"Orchard Park, New York",New Era Field,A-Turf,BUF_MIA,61,10,Mostly Cloudy,4
CIN,9/14/14,ATL,47%,0,"Cincinnati, Ohio",Paul Brown Stadium,,ATL_CIN,68,10,A Few Clouds,4
CLE,9/14/14,NO,56%,0,"Cleveland, Ohio",FirstEnergy Stadium,Kentucky,CLE_NO,62,10,Mostly Cloudy,5
TEN,9/14/14,DAL,50%,0,"Nashville, Tennessee",Nissan Stadium,,DAL_TEN,77,10,Mostly Cloudy,6
MIN,9/14/14,NE,39%,0,"Minneapolis, Minnesota",TCF Bank Stadium,FieldTurf,MIN_NE,65,10,Mostly Cloudy,11
NYG,9/14/14,ARI,34%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,ARI_NYG,71,10,Fair,5
WAS,9/14/14,JAX,50%,0,"Landover, Maryland",FedExField,Grass,JAX_WAS,67,10,Fair,4
CAR,9/14/14,DET,70%,0,"Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_DET,68,10,Overcast,7
LAC,9/14/14,SEA,61%,0,"San Diego, California",Qualcomm Stadium,Grass,LAC_SEA,85,0,Sunny,6
TB,9/14/14,LA,82%,0,"Tampa, Florida",Raymond James Stadium,Grass,LA_TB,78,10,Mostly Cloudy,0
DEN,9/14/14,KC,20%,0,"Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_KC,82,50,Showers in Vicinity,14
GB,9/14/14,NYJ,56%,0,"Green Bay, Wisconsin",Lambeau Field,Desso,GB_NYJ,63,10,Fair,11
OAK,9/14/14,HOU,55%,0,"Oakland, California",Oakland Coliseum,Bluegrass,HOU_OAK,73,10,A Few Clouds,10
SF,9/14/14,CHI,50%,0,"Santa Clara, California",Levi's Stadium,Bermuda,CHI_SF,73,10,A Few Clouds,9
IND,9/15/14,PHI,93%,0,"Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,IND_PHI,57,3,Light Drizzle Fog/Mist,6
ATL,9/18/14,TB,74%,0,"Atlanta, Georgia",Georgia Dome,Fieldturf,ATL_TB,73,10,Mostly Cloudy,3
BUF,9/21/14,LAC,66%,0,"Orchard Park, New York",New Era Field,A-Turf,BUF_LAC,72,10,Partly Cloudy,16
CIN,9/21/14,TEN,30%,0,"Cincinnati, Ohio",Paul Brown Stadium,,CIN_TEN,79,10,Fair,14
CLE,9/21/14,BAL,61%,0,"Cleveland, Ohio",FirstEnergy Stadium,Kentucky,BAL_CLE,69,10,Partly Cloudy and Breezy,19
DET,9/21/14,GB,68%,0,"Detroit, Michigan",Ford Field,Fieldturf,DET_GB,64,10,Overcast,6
LA,9/21/14,DAL,37%,0,"St. Louis, Missouri",Edward Jones Dome,Fieldturf,DAL_LA,78,10,A Few Clouds,15
NE,9/21/14,OAK,71%,0,"Foxborough, Massachusetts",Gillette Stadium,Fieldturf,NE_OAK,78,10,A Few Clouds,7
NO,9/21/14,MIN,53%,0,"New Orleans, Louisiana",Mercedes-Benz Superdome,Fieldturf,MIN_NO,87,10,Partly Cloudy,11
NYG,9/21/14,HOU,72%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,HOU_NYG,76,5,Fog/Mist,0
PHI,9/21/14,WAS,72%,0,"Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,PHI_WAS,76,10,Mostly Cloudy,4
JAX,9/21/14,IND,42%,0,"Jacksonville, Florida",EverBank Field,,IND_JAX,85,10,Fair,5
ARI,9/21/14,SF,22%,0,"Glendale, Arizona",University of Phoenix Stadium,Grass,ARI_SF,97,20,Partly Cloudy,3
MIA,9/21/14,KC,70%,0,"Miami Gardens, Florida",Hard Rock Stadium,Grass,KC_MIA,84,10,Fair,8
SEA,9/21/14,DEN,41%,0,"Seattle, Washington",CenturyLink Field,Fieldturf,DEN_SEA,83,10,Fair,6
CAR,9/21/14,PIT,71%,0,"Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_PIT,74,10,Overcast,3
NYJ,9/22/14,CHI,51%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,CHI_NYJ,56,10,Fair,4
WAS,9/25/14,NYG,88%,0,"Landover, Maryland",FedExField,Grass,NYG_WAS,63,10,Overcast,7
CHI,9/28/14,GB,45%,0,"Chicago, Illinois",Soldier Field,Grass,CHI_GB,78,10,Mostly Cloudy,6
IND,9/28/14,TEN,37%,0,"Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,IND_TEN,81,10,Partly Cloudy,0
OAK,9/28/14,MIA,88%,0,"London, London",Wembley Stadium,Desso,MIA_OAK,68,,Partly Cloudy,
NYJ,9/28/14,DET,37%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,DET_NYJ,85,10,Fair,6
PIT,9/28/14,TB,48%,0,"Pittsburgh, Pennsylvania",Heinz Field,Desso,PIT_TB,73,10,Fair,6
BAL,9/28/14,CAR,50%,0,"Baltimore, Maryland",M&T Bank Stadium,,BAL_CAR,79,0,Partly Cloudy,0
HOU,9/28/14,BUF,63%,0,"Houston, Texas",NRG Stadium,Grass,BUF_HOU,86,10,Mostly Cloudy,4
LAC,9/28/14,JAX,62%,0,"San Diego, California",Qualcomm Stadium,Grass,JAX_LAC,72,0,NA,7
MIN,9/28/14,ATL,41%,0,"Minneapolis, Minnesota",TCF Bank Stadium,FieldTurf,ATL_MIN,80,10,Partly Cloudy,8
SF,9/28/14,PHI,48%,0,"Santa Clara, California",Levi's Stadium,Bermuda,PHI_SF,75,10,Mostly Cloudy,7
DAL,9/28/14,NO,47%,0,"Arlington, Texas",AT&T Stadium,RealGrass,DAL_NO,79,10,Fair,3
KC,9/29/14,NE,66%,0,"Kansas City, Missouri",Arrowhead Stadium,Grass,KC_NE,72,10,Fair,3
GB,10/2/14,MIN,97%,0,"Green Bay, Wisconsin",Lambeau Field,Desso,GB_MIN,63,3,Fog/Mist,7
DAL,10/5/14,HOU,48%,0,"Arlington, Texas",AT&T Stadium,RealGrass,DAL_HOU,81,10,Clear,0
DET,10/5/14,BUF,47%,0,"Detroit, Michigan",Ford Field,Fieldturf,BUF_DET,53,10,Overcast,11
TEN,10/5/14,CLE,34%,0,"Nashville, Tennessee",Nissan Stadium,,CLE_TEN,71,10,Mostly Cloudy,13
IND,10/5/14,BAL,44%,0,"Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,BAL_IND,57,10,Overcast and Breezy,19
NO,10/5/14,TB,39%,0,"New Orleans, Louisiana",Mercedes-Benz Superdome,Fieldturf,NO_TB,77,10,A Few Clouds,5
NYG,10/5/14,ATL,35%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,ATL_NYG,61,10,Fair,6
PHI,10/5/14,LA,38%,0,"Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,LA_PHI,60,10,Partly Cloudy,6
CAR,10/5/14,CHI,30%,0,"Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_CHI,63,10,A Few Clouds,7
JAX,10/5/14,PIT,28%,0,"Jacksonville, Florida",EverBank Field,,JAX_PIT,73,10,Fair,4
DEN,10/5/14,ARI,23%,0,"Denver, Colorado",Sports Authority Field at Mile High,Grass,ARI_DEN,72,60,Partly Cloudy,8
LAC,10/5/14,NYJ,35%,0,"San Diego, California",Qualcomm Stadium,Grass,LAC_NYJ,83,0,NA,6
SF,10/5/14,KC,22%,0,"Santa Clara, California",Levi's Stadium,Bermuda,KC_SF,88,10,A Few Clouds,6
NE,10/5/14,CIN,96%,0,"Foxborough, Massachusetts",Gillette Stadium,Fieldturf,CIN_NE,35,0,Fog,0
WAS,10/6/14,SEA,58%,0,"Landover, Maryland",FedExField,Grass,SEA_WAS,63,10,Partly Cloudy,11
HOU,10/9/14,IND,90%,0,"Houston, Texas",NRG Stadium,Grass,HOU_IND,77,10,Partly Cloudy,3
BUF,10/12/14,NE,41%,0,"Orchard Park, New York",New Era Field,A-Turf,BUF_NE,59,10,A Few Clouds,3
CIN,10/12/14,CAR,67%,0,"Cincinnati, Ohio",Paul Brown Stadium,,CAR_CIN,62,10,Overcast,6
CLE,10/12/14,PIT,38%,0,"Cleveland, Ohio",FirstEnergy Stadium,Kentucky,CLE_PIT,64,10,Fair,7
TEN,10/12/14,JAX,76%,0,"Nashville, Tennessee",Nissan Stadium,,JAX_TEN,74,10,Mostly Cloudy,7
MIA,10/12/14,GB,59%,0,"Miami Gardens, Florida",Hard Rock Stadium,Grass,GB_MIA,88,10,Mostly Cloudy,12
MIN,10/12/14,DET,38%,0,"Minneapolis, Minnesota",TCF Bank Stadium,FieldTurf,DET_MIN,61,10,Partly Cloudy and Breezy,20
NYJ,10/12/14,DEN,35%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,DEN_NYJ,64,10,Fair,3
TB,10/12/14,BAL,46%,0,"Tampa, Florida",Raymond James Stadium,Grass,BAL_TB,87,10,Mostly Cloudy,4
OAK,10/12/14,LAC,13%,0,"Oakland, California",Oakland Coliseum,Bluegrass,LAC_OAK,86,10,A Few Clouds,7
ATL,10/12/14,CHI,72%,0,"Atlanta, Georgia",Georgia Dome,Fieldturf,ATL_CHI,76,10,Fair,7
ARI,10/12/14,WAS,19%,0,"Glendale, Arizona",University of Phoenix Stadium,Grass,ARI_WAS,93,20,A Few Clouds,14
SEA,10/12/14,DAL,56%,0,"Seattle, Washington",CenturyLink Field,Fieldturf,DAL_SEA,66,10,Overcast,5
PHI,10/12/14,NYG,69%,0,"Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,NYG_PHI,57,10,Mostly Cloudy,5
LA,10/13/14,SF,84%,0,"St. Louis, Missouri",Edward Jones Dome,Fieldturf,LA_SF,64,10,A Few Clouds,11
NE,10/16/14,NYJ,97%,0,"Foxborough, Massachusetts",Gillette Stadium,Fieldturf,NE_NYJ,63,10,Overcast,5
BUF,10/19/14,MIN,54%,0,"Orchard Park, New York",New Era Field,A-Turf,BUF_MIN,45,10,Mostly Cloudy,8
CHI,10/19/14,MIA,59%,0,"Chicago, Illinois",Soldier Field,Grass,CHI_MIA,55,10,Mostly Cloudy,12
DET,10/19/14,NO,45%,0,"Detroit, Michigan",Ford Field,Fieldturf,DET_NO,51,10,Fair,9
GB,10/19/14,CAR,66%,0,"Green Bay, Wisconsin",Lambeau Field,Desso,CAR_GB,53,10,A Few Clouds,11
IND,10/19/14,CIN,59%,0,"Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,CIN_IND,54,10,Mostly Cloudy,9
LA,10/19/14,SEA,54%,0,"St. Louis, Missouri",Edward Jones Dome,Fieldturf,LA_SEA,62,10,Mostly Cloudy,4
WAS,10/19/14,TEN,35%,0,"Landover, Maryland",FedExField,Grass,TEN_WAS,57,10,Fair,16
JAX,10/19/14,CLE,56%,0,"Jacksonville, Florida",EverBank Field,,CLE_JAX,74,10,Mostly Cloudy,10
BAL,10/19/14,ATL,33%,0,"Baltimore, Maryland",M&T Bank Stadium,,ATL_BAL,57,0,Mostly Clear,0
LAC,10/19/14,KC,70%,0,"San Diego, California",Qualcomm Stadium,Grass,KC_LAC,71,0,NA,6
DAL,10/19/14,NYG,54%,0,"Arlington, Texas",AT&T Stadium,RealGrass,DAL_NYG,75,10,Clear,0
OAK,10/19/14,ARI,66%,0,"Oakland, California",Oakland Coliseum,Bluegrass,ARI_OAK,70,10,A Few Clouds,14
DEN,10/19/14,SF,32%,0,"Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_SF,63,30,A Few Clouds,0
PIT,10/20/14,HOU,74%,0,"Pittsburgh, Pennsylvania",Heinz Field,Desso,HOU_PIT,51,8,Light Rain,8
DEN,10/23/14,LAC,29%,0,"Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_LAC,61,30,Partly Cloudy,3
ATL,10/26/14,DET,65%,0,"London, London",Click to see stadium details,Desso,ATL_DET,58,,Cloudy,
CIN,10/26/14,BAL,25%,0,"Cincinnati, Ohio",Paul Brown Stadium,,BAL_CIN,67,10,Fair,5
TEN,10/26/14,HOU,52%,0,"Nashville, Tennessee",Nissan Stadium,,HOU_TEN,79,10,Fair,5
KC,10/26/14,LA,42%,0,"Kansas City, Missouri",Arrowhead Stadium,Grass,KC_LA,85,10,Fair,13
NE,10/26/14,CHI,47%,0,"Foxborough, Massachusetts",Gillette Stadium,Fieldturf,CHI_NE,57,10,Mostly Cloudy,14
NYJ,10/26/14,BUF,36%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,BUF_NYJ,61,10,Overcast and Breezy,19
TB,10/26/14,MIN,40%,0,"Tampa, Florida",Raymond James Stadium,Grass,MIN_TB,78,10,Fair,7
CAR,10/26/14,SEA,24%,0,"Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_SEA,81,10,Fair,11
JAX,10/26/14,MIA,41%,0,"Jacksonville, Florida",EverBank Field,,JAX_MIA,81,10,Fair,0
ARI,10/26/14,PHI,31%,0,"Glendale, Arizona",University of Phoenix Stadium,Grass,ARI_PHI,88,20,Mostly Cloudy,6
CLE,10/26/14,OAK,59%,0,"Cleveland, Ohio",FirstEnergy Stadium,Kentucky,CLE_OAK,54,10,Fair,9
PIT,10/26/14,IND,27%,0,"Pittsburgh, Pennsylvania",Heinz Field,Desso,IND_PIT,56,10,Fair,7
NO,10/26/14,GB,81%,0,"New Orleans, Louisiana",Mercedes-Benz Superdome,Fieldturf,GB_NO,69,10,Fair,6
DAL,10/27/14,WAS,59%,0,"Arlington, Texas",AT&T Stadium,RealGrass,DAL_WAS,76,10,Fair,9
CAR,10/30/14,NO,48%,0,"Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_NO,53,10,Fair,3
CIN,11/2/14,JAX,42%,0,"Cincinnati, Ohio",Paul Brown Stadium,,CIN_JAX,46,10,Fair,4
CLE,11/2/14,TB,0%,0,"Cleveland, Ohio",FirstEnergy Stadium,Kentucky,CLE_TB,0,10,Mostly Cloudy,10
DAL,11/2/14,ARI,46%,0,"Arlington, Texas",AT&T Stadium,RealGrass,ARI_DAL,64,10,Clear,0
KC,11/2/14,NYJ,33%,0,"Kansas City, Missouri",Arrowhead Stadium,Grass,KC_NYJ,64,10,Fair and Breezy,20
MIA,11/2/14,LAC,27%,0,"Miami Gardens, Florida",Hard Rock Stadium,Grass,LAC_MIA,69,10,Fair,5
MIN,11/2/14,WAS,34%,0,"Minneapolis, Minnesota",TCF Bank Stadium,FieldTurf,MIN_WAS,54,10,Partly Cloudy,12
HOU,11/2/14,PHI,55%,0,"Houston, Texas",NRG Stadium,Grass,HOU_PHI,71,10,Mostly Cloudy,8
SF,11/2/14,LA,48%,0,"Santa Clara, California",Levi's Stadium,Bermuda,LA_SF,64,10,A Few Clouds,10
NE,11/2/14,DEN,39%,0,"Foxborough, Massachusetts",Gillette Stadium,Fieldturf,DEN_NE,41,10,Fair and Breezy,18
SEA,11/2/14,OAK,75%,0,"Seattle, Washington",CenturyLink Field,Fieldturf,OAK_SEA,56,10,Lt Rain,7
PIT,11/2/14,BAL,54%,0,"Pittsburgh, Pennsylvania",Heinz Field,Desso,BAL_PIT,37,10,Fair,5
NYG,11/3/14,IND,28%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,IND_NYG,53,10,Overcast,8
CIN,11/6/14,CLE,74%,0,"Cincinnati, Ohio",Paul Brown Stadium,,CIN_CLE,43,10,Overcast,0
BUF,11/9/14,KC,82%,0,"Orchard Park, New York",New Era Field,A-Turf,BUF_KC,41,10,Light Rain,11
DET,11/9/14,MIA,56%,0,"Detroit, Michigan",Ford Field,Fieldturf,DET_MIA,45,10,Overcast,15
NO,11/9/14,SF,43%,0,"New Orleans, Louisiana",Mercedes-Benz Superdome,Fieldturf,NO_SF,66,10,Fair,8
NYJ,11/9/14,PIT,37%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,NYJ_PIT,57,10,Fair,9
TB,11/9/14,ATL,73%,0,"Tampa, Florida",Raymond James Stadium,Grass,ATL_TB,66,10,Overcast,5
JAX,11/9/14,DAL,81%,0,"London, London",Wembley Stadium,Desso,DAL_JAX,45,,Chance Showers,
BAL,11/9/14,TEN,37%,0,"Baltimore, Maryland",M&T Bank Stadium,,BAL_TEN,57,0,Sunny,0
OAK,11/9/14,DEN,61%,0,"Oakland, California",Oakland Coliseum,Bluegrass,DEN_OAK,69,10,A Few Clouds,7
ARI,11/9/14,LA,18%,0,"Glendale, Arizona",University of Phoenix Stadium,Grass,ARI_LA,84,20,A Few Clouds,6
SEA,11/9/14,NYG,77%,0,"Seattle, Washington",CenturyLink Field,Fieldturf,NYG_SEA,56,8,Lt Rain,0
GB,11/9/14,CHI,85%,0,"Green Bay, Wisconsin",Lambeau Field,Desso,CHI_GB,32,10,Fair,6
PHI,11/10/14,CAR,69%,0,"Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,CAR_PHI,49,10,Fair,0
MIA,11/13/14,BUF,81%,0,"Miami Gardens, Florida",Hard Rock Stadium,Grass,BUF_MIA,71,10,Fair,0
CHI,11/16/14,MIN,82%,0,"Chicago, Illinois",Soldier Field,Grass,CHI_MIN,32,3,Light Snow,10
CLE,11/16/14,HOU,61%,0,"Cleveland, Ohio",FirstEnergy Stadium,Kentucky,CLE_HOU,34,10,Overcast,7
GB,11/16/14,PHI,75%,0,"Green Bay, Wisconsin",Lambeau Field,Desso,GB_PHI,27,7,Overcast,9
KC,11/16/14,SEA,62%,0,"Kansas City, Missouri",Arrowhead Stadium,Grass,KC_SEA,21,10,Fair,10
LA,11/16/14,DEN,85%,0,"St. Louis, Missouri",Edward Jones Dome,Fieldturf,DEN_LA,33,0,Light Snow Fog/Mist,6
NO,11/16/14,CIN,62%,0,"New Orleans, Louisiana",Mercedes-Benz Superdome,Fieldturf,CIN_NO,77,10,Mostly Cloudy and Breezy,19
NYG,11/16/14,SF,47%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,NYG_SF,43,10,Overcast,4
WAS,11/16/14,TB,38%,0,"Landover, Maryland",FedExField,Grass,TB_WAS,46,10,Overcast,7
CAR,11/16/14,ATL,31%,0,"Charlotte, North Carolina",Bank of America Stadium,Grass,ATL_CAR,52,10,Overcast,3
LAC,11/16/14,OAK,48%,0,"San Diego, California",Qualcomm Stadium,Grass,LAC_OAK,71,0,NA,7
