away_qb,away_rb,away_score,away_team,away_team_wins,description,down,gameDate,gameTime,home_qb,home_rb,home_score,home_team,home_team_wins,offenseTeam,quarter,seasonYear,stadium,to_go,week,yard_line
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,DeAngelo Williams left tackle for 5 yards (tackle by Dont'a Hightower and Malcolm Butler),1,"September 10th, 2015",3:43,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,3,2017,Gillette Stadium,10,1,PIT 39
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,DeAngelo Williams right end for -1 yards (tackle by Tarell Brown),2,"September 10th, 2015",2:59,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,3,2017,Gillette Stadium,5,1,PIT 44
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,Ben Roethlisberger pass complete short left to Antonio Brown for 12 yards (tackle by Jamie Collins),3,"September 10th, 2015",2:15,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,3,2017,Gillette Stadium,6,1,PIT 43
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,Ben Roethlisberger pass complete deep right to Markus Wheaton for 26 yards,1,"September 10th, 2015",1:31,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,3,2017,Gillette Stadium,10,1,NWE 45
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,DeAngelo Williams middle for 5 yards (tackle by Patrick Chung),1,"September 10th, 2015",1:14,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,3,2017,Gillette Stadium,10,1,NWE 19
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,Ben Roethlisberger pass complete short right to Heath Miller for 6 yards (tackle by Patrick Chung),2,"September 10th, 2015",0:32,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,3,2017,Gillette Stadium,5,1,NWE 14
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,DeAngelo Williams right guard for no gain (tackle by Rob Ninkovich),1,"September 10th, 2015",15:00,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,8,1,NWE 8
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,Ben Roethlisberger pass complete short right to Heath Miller for 3 yards (tackle by Rob Ninkovich),2,"September 10th, 2015",14:19,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,8,1,NWE 8
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,"Ben Roethlisberger pass incomplete short left intended for Heath Miller. Penalty on Patrick Chung: Defensive Pass Interference, 4 yards (no play)",3,"September 10th, 2015",13:36,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,5,1,NWE 5
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,1,"September 10th, 2015",13:30,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,1,1,NWE 1
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,Will Johnson middle for no gain (tackle by Sealver Siliga and Jerod Mayo),2,"September 10th, 2015",13:25,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,1,1,NWE 1
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,"Penalty on Kelvin Beachum: False Start, 4 yards (no play)",3,"September 10th, 2015",12:49,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,1,1,NWE 1
Ben Roethlisberger,DeAngelo Williams,11,Pittsburgh Steelers,0,DeAngelo Williams middle for -1 yards (tackle by Chandler Jones and Jabaal Sheard),3,"September 10th, 2015",12:22,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,5,1,NWE 5
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Josh Scobee 24 yard field goal good,4,"September 10th, 2015",11:42,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,6,1,NWE 6
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Josh Scobee kicks off 52 yards, returned by Michael Williams for 8 yards (tackle by Roosevelt Nix)",,"September 10th, 2015",11:42,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,,1,PIT 35
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Tom Brady pass complete deep right to Rob Gronkowski for 52 yards (tackle by Antwon Blake),1,"September 10th, 2015",11:34,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,NWE 21
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Tom Brady pass incomplete deep middle intended for Julian Edelman,1,"September 10th, 2015",11:05,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,PIT 27
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Dion Lewis middle for 5 yards (tackle by Will Allen),2,"September 10th, 2015",11:00,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,PIT 27
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Tom Brady pass complete short middle to Dion Lewis for 19 yards (tackle by Michael Mitchell). Dion Lewis fumbles (forced by Michael Mitchell), recovered by Rob Gronkowski at PIT-1",3,"September 10th, 2015",10:21,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,5,1,PIT 22
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Brandon Bolden right guard for no gain (tackle by Lawrence Timmons),1,"September 10th, 2015",10:03,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,1,1,PIT 1
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Tom Brady pass incomplete short right intended for Rob Gronkowski,2,"September 10th, 2015",9:28,Tom Brady,Dion Lewis,21,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,1,1,PIT 1
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Tom Brady pass complete short left to Rob Gronkowski for 1 yard, touchdown",3,"September 10th, 2015",9:24,Tom Brady,Dion Lewis,27,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,1,1,PIT 1
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Stephen Gostkowski kicks extra point good. Penalty on Steve McLendon: Defensive Holding, 5 yards",,"September 10th, 2015",9:24,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,,1,PIT 1
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Stephen Gostkowski kicks off 60 yards, touchback",,"September 10th, 2015",9:24,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,,1,NWE 40
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,DeAngelo Williams left guard for 7 yards (tackle by Devin McCourty and Chandler Jones),1,"September 10th, 2015",9:20,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,PIT 20
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,2,"September 10th, 2015",8:44,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,3,1,PIT 27
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass incomplete short right intended for Markus Wheaton,3,"September 10th, 2015",8:40,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,3,1,PIT 27
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Jordan Berry punts 37 yards, fair catch by Danny Amendola. Penalty on Arthur Moats: Illegal Formation (Declined), Penalty on Eric Martin: Offensive Holding, 10 yards",4,"September 10th, 2015",8:36,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,3,1,PIT 27
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Dion Lewis left guard for -2 yards (tackle by Ryan Shazier),1,"September 10th, 2015",8:29,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,10,1,NWE 26
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Tom Brady pass incomplete deep right intended for Rob Gronkowski,2,"September 10th, 2015",7:58,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,12,1,NWE 24
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Tom Brady pass incomplete short middle intended for Brandon Bolden (defended by Lawrence Timmons),3,"September 10th, 2015",7:52,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,12,1,NWE 24
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Ryan Allen punts 63 yards, returned by Antonio Brown for 11 yards. Penalty on Brandon Bolden: Illegal Formation, 5 yards (no play)",4,"September 10th, 2015",7:45,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,12,1,NWE 24
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Ryan Allen punts 45 yards, fair catch by Antonio Brown",4,"September 10th, 2015",7:36,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,17,1,NWE 19
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass complete deep right to Markus Wheaton for 18 yards,1,"September 10th, 2015",7:29,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,PIT 36
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass incomplete deep left intended for Darrius Heyward-Bey is intercepted by Duron Harmon at NWE-7,1,"September 10th, 2015",7:09,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,NWE 46
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Dion Lewis right guard for 4 yards (tackle by Steve McLendon),1,"September 10th, 2015",7:00,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,10,1,NWE 7
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Tom Brady pass complete short middle to Rob Gronkowski for 5 yards (tackle by Ryan Shazier). Penalty on Cortez Allen: Defensive Holding, 5 yards (no play)",2,"September 10th, 2015",6:29,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,6,1,NWE 11
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Dion Lewis left tackle for 1 yard (tackle by Cameron Heyward),1,"September 10th, 2015",6:03,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,10,1,NWE 16
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Tom Brady pass complete short left to Julian Edelman for 10 yards (tackle by Will Allen),2,"September 10th, 2015",5:22,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,9,1,NWE 17
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Brandon Bolden middle for 3 yards (tackle by Daniel McCullers),1,"September 10th, 2015",4:39,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,10,1,NWE 27
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Dion Lewis middle for 3 yards (tackle by Cam Thomas),2,"September 10th, 2015",3:55,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,7,1,NWE 30
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Tom Brady pass incomplete short right intended for Dion Lewis,3,"September 10th, 2015",3:13,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,4,1,NWE 33
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Ryan Allen punts 67 yards, touchback. Penalty on Eric Martin: Offensive Holding, 10 yards",4,"September 10th, 2015",3:09,Tom Brady,Dion Lewis,28,New England Patriots,1,New England Patriots,4,2017,Gillette Stadium,4,1,NWE 33
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass incomplete short right intended for Heath Miller,1,"September 10th, 2015",2:59,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,PIT 30
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass complete short left to Darrius Heyward-Bey for 9 yards (tackle by Tarell Brown),2,"September 10th, 2015",2:52,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,PIT 30
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass complete short middle to Heath Miller for 7 yards (tackle by Patrick Chung and Jamie Collins),3,"September 10th, 2015",2:18,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,1,1,PIT 39
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass incomplete deep middle intended for Markus Wheaton,1,"September 10th, 2015",2:00,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,PIT 46
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass complete short left to Darrius Heyward-Bey for 2 yards (tackle by Bradley Fletcher),2,"September 10th, 2015",1:55,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,PIT 46
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass complete short middle to Antonio Brown for 13 yards (tackle by Malcolm Butler),3,"September 10th, 2015",1:27,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,8,1,PIT 48
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Timeout #1 by Pittsburgh Steelers,3,"September 10th, 2015",1:17,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,8,1,PIT 48
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,"Ben Roethlisberger pass complete deep right to Antonio Brown for 29 yards (tackle by Malcolm Butler). Penalty on Kelvin Beachum: Illegal Use of Hands, 10 yards (no play)",1,"September 10th, 2015",1:17,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,NWE 39
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger sacked by Jabaal Sheard for -7 yards,1,"September 10th, 2015",1:10,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,20,1,NWE 49
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass complete short middle to Heath Miller for 18 yards (tackle by Dont'a Hightower),2,"September 10th, 2015",0:36,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,27,1,PIT 44
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Timeout #2 by Pittsburgh Steelers,2,"September 10th, 2015",0:27,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,27,1,PIT 44
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass incomplete short left intended for Markus Wheaton,3,"September 10th, 2015",0:27,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,9,1,NWE 38
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass complete short left to Tyler Murphy for 16 yards (tackle by Bradley Fletcher),4,"September 10th, 2015",0:22,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,9,1,NWE 38
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Timeout #3 by Pittsburgh Steelers,4,"September 10th, 2015",0:11,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,9,1,NWE 38
Ben Roethlisberger,DeAngelo Williams,14,Pittsburgh Steelers,0,Ben Roethlisberger pass complete short left to Markus Wheaton for 11 yards,1,"September 10th, 2015",0:11,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,NWE 22
Ben Roethlisberger,DeAngelo Williams,20,Pittsburgh Steelers,0,"Ben Roethlisberger pass complete short left to Antonio Brown for 11 yards, touchdown",1,"September 10th, 2015",0:07,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,10,1,NWE 11
Ben Roethlisberger,DeAngelo Williams,21,Pittsburgh Steelers,0,Josh Scobee kicks extra point good,,"September 10th, 2015",0:07,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,,1,NWE 11
Ben Roethlisberger,DeAngelo Williams,21,Pittsburgh Steelers,0,"Josh Scobee kicks onside 12 yards, recovered by Rob Gronkowski",,"September 10th, 2015",0:07,Tom Brady,Dion Lewis,28,New England Patriots,1,Pittsburgh Steelers,4,2017,Gillette Stadium,,1,PIT 35
