Away_team,GameDate,Home_team,Humidity,IsPlayoffs,Location,Stadium,Surface,Team1_Team2,Temperature,Visibility,Weather_cat,Wind
MIN,12/17/2017,CIN,84%,0.0,"Minneapolis, Minnesota",,UBU,CIN_MIN,28f.,9mi,Flurries,1mi
WAS,12/17/2017,ARI,53%,0.0,"Landover, Maryland",,Grass,ARI_WAS,48f.,9mi,Clear,1mi
NYG,12/17/2017,PHI,65%,0.0,"Rutherford, New Jersey",,Fieldturf,NYG_PHI,36f.,10mi,Overcast,1mi
NO,12/17/2017,NYJ,94%,0.0,"New Orleans, Louisiana",,Fieldturf,NO_NYJ,67f.,5mi,Light Rain,3mi
SEA,12/17/2017,LA,87%,0.0,"Seattle, Washington",,Fieldturf,LA_SEA,48f.,5mi,Mostly Cloudy,7mi
SF,12/17/2017,TEN,24%,0.0,"Santa Clara, California",,Bermuda,SF_TEN,62f.,10mi,Clear,1mi
PIT,12/17/2017,NE,80%,0.0,"Pittsburgh, Pennsylvania",,Desso,NE_PIT,38f.,5mi,Rain,1mi
OAK,12/17/2017,DAL,45%,0.0,"Oakland, California",,Bluegrass,DAL_OAK,52f.,10mi,Clear,1mi
TB,12/18/2017,ATL,92%,0.0,"Tampa, Florida",,Grass,ATL_TB,67f.,9mi,Clear,0mi
BAL,12/23/2017,IND,83%,0.0,"Baltimore, Maryland",,419,BAL_IND,60f.,8mi,Drizzle,18mi
GB,12/23/2017,MIN,79%,0.0,"Green Bay, Wisconsin",,Desso,GB_MIN,7f.,10mi,Clear,2mi
CIN,12/24/2017,DET,74%,0.0,"Cincinnati, Ohio",,-,CIN_DET,37f.,8mi,Mostly Cloudy,2mi
KC,12/24/2017,MIA,62%,0.0,"Kansas City, Missouri",,Grass,KC_MIA,26f.,10mi,Mostly Cloudy,7mi
NE,12/24/2017,BUF,75%,0.0,"Foxborough, Massachusetts",,Fieldturf,BUF_NE,33f.,10mi,Clear,2mi
CHI,12/24/2017,CLE,89%,0.0,"Chicago, Illinois",,Grass,CHI_CLE,23f.,0mi,Light Snow,3mi
CAR,12/24/2017,TB,68%,0.0,"Charlotte, North Carolina",,Grass,CAR_TB,55f.,10mi,Mostly Cloudy,0mi
NO,12/24/2017,ATL,62%,0.0,"New Orleans, Louisiana",,Fieldturf,ATL_NO,61f.,10mi,Clear,4mi
WAS,12/24/2017,DEN,65%,0.0,"Landover, Maryland",,Grass,DEN_WAS,41f.,9mi,Partly Cloudy,4mi
TEN,12/24/2017,LA,81%,0.0,"Nashville, Tennessee",,419,LA_TEN,43f.,9mi,Mostly Cloudy,7mi
NYJ,12/24/2017,LAC,60%,0.0,"Rutherford, New Jersey",,Fieldturf,LAC_NYJ,39f.,10mi,Clear,3mi
SF,12/24/2017,JAX,63%,0.0,"Santa Clara, California",,Bermuda,JAX_SF,52f.,8mi,Partly Cloudy,0mi
DAL,12/24/2017,SEA,56%,0.0,"Arlington, Texas",,RealGrass,DAL_SEA,42f.,10mi,Partly Cloudy,4mi
ARI,12/24/2017,NYG,17%,0.0,"Glendale, Arizona",,Grass,ARI_NYG,68f.,10mi,Clear,2mi
HOU,12/25/2017,PIT,71%,0.0,"Houston, Texas",,Grass,HOU_PIT,51f.,10mi,Mostly Cloudy,4mi
PHI,12/25/2017,OAK,47%,0.0,"Philadelphia, Pennsylvania",,Desso,OAK_PHI,27f.,10mi,Clear,5mi
PIT,12/31/2017,CLE,76%,0.0,"Pittsburgh, Pennsylvania",,Desso,CLE_PIT,13f.,6mi,Mostly Cloudy,4mi
DET,12/31/2017,GB,57%,0.0,"Detroit, Michigan",,Fieldturf,DET_GB,13f.,10mi,Clear,6mi
IND,12/31/2017,HOU,71%,0.0,"Indianapolis, Indiana",,Fieldturf,HOU_IND,11f.,8mi,Partly Cloudy,4mi
MIN,12/31/2017,CHI,60%,0.0,"Minneapolis, Minnesota",,UBU,CHI_MIN,-6f.,10mi,Clear,5mi
NE,12/31/2017,NYJ,51%,0.0,"Foxborough, Massachusetts",,Fieldturf,NE_NYJ,11f.,10mi,Clear,5mi
NYG,12/31/2017,WAS,48%,0.0,"Rutherford, New Jersey",,Fieldturf,NYG_WAS,15f.,10mi,Clear,7mi
PHI,12/31/2017,DAL,47%,0.0,"Philadelphia, Pennsylvania",,Desso,DAL_PHI,16f.,10mi,Partly Cloudy,5mi
ATL,12/31/2017,CAR,65%,0.0,"Atlanta, Georgia",,FieldTurf,ATL_CAR,34f.,10mi,Mostly Cloudy,5mi
BAL,12/31/2017,CIN,50%,0.0,"Baltimore, Maryland",,419,BAL_CIN,17f.,10mi,Mostly Cloudy,4mi
TEN,12/31/2017,JAX,47%,0.0,"Nashville, Tennessee",,419,JAX_TEN,20f.,10mi,Mostly Cloudy,8mi
TB,12/31/2017,NO,64%,0.0,"Tampa, Florida",,Grass,NO_TB,67f.,10mi,Clear,2mi
MIA,12/31/2017,BUF,75%,0.0,"Miami Gardens, Florida",,Grass,BUF_MIA,68f.,10mi,Clear,2mi
LAC,12/31/2017,OAK,61%,0.0,"Carson, California",,Grass,LAC_OAK,64f.,6mi,Clear,3mi
DEN,12/31/2017,KC,74%,0.0,"Denver, Colorado",,Grass,DEN_KC,15f.,4mi,Mostly Cloudy,2mi
LA,12/31/2017,SF,53%,0.0,"Los Angeles, California",,Natural,LA_SF,65f.,7mi,Clear,3mi
SEA,12/31/2017,ARI,80%,0.0,"Seattle, Washington",,Fieldturf,ARI_SEA,40f.,10mi,Clear,4mi
KC,01/06/2018,TEN,46%,0.0,"Kansas City, Missouri",,Grass,KC_TEN,30f.,10mi,Clear,4mi
LA,01/06/2018,ATL,83%,0.0,"Los Angeles, California",,Natural,ATL_LA,62f.,10mi,Partly Cloudy,2mi
JAX,01/07/2018,BUF,66%,0.0,"Jacksonville, Florida",,419,BUF_JAX,53f.,9mi,Clear,7mi
NO,01/07/2018,CAR,69%,0.0,"New Orleans, Louisiana",,Fieldturf,CAR_NO,61f.,10mi,Partly Cloudy,7mi
PHI,01/13/2018,ATL,54%,0.0,"Philadelphia, Pennsylvania",,Desso,ATL_PHI,50f.,,Clear,11mi
NE,01/13/2018,TEN,75%,0.0,"Foxborough, Massachusetts",,Fieldturf,NE_TEN,38f.,,Clear,6mi
MIN,01/14/2018,NO,43%,0.0,"Minneapolis, Minnesota",,UBU,MIN_NO,9f.,,Mostly Cloudy,3mi
PIT,01/14/2019,JAX,,0.0,"Pittsburgh, Pennsylvania",,Desso,JAX_PIT,,,Surface: Desso Grassmaster,
