Away_team,GameDate,Home_team,Humidity,IsPlayoffs,Location,Stadium,Surface,Team1_Team2,Temperature,Visibility,Weather_cat,Wind
CIN,09/14/2017,HOU,92%,0.0,"Cincinnati, Ohio",,-,CIN_HOU,64f.,4mi,Mostly Cloudy,0mi
BAL,09/17/2017,CLE,69%,0.0,"Baltimore, Maryland",,419,BAL_CLE,79f.,9mi,Mostly Cloudy,3mi
TB,09/17/2017,CHI,54%,0.0,"Tampa, Florida",,Grass,CHI_TB,89f.,10mi,Clear,5mi
PIT,09/17/2017,MIN,61%,0.0,"Pittsburgh, Pennsylvania",,Desso,MIN_PIT,80f.,10mi,Clear,1mi
NO,09/17/2017,NE,66%,0.0,"New Orleans, Louisiana",,Fieldturf,NE_NO,87f.,9mi,Clear,3mi
KC,09/17/2017,PHI,88%,0.0,"Kansas City, Missouri",,Grass,KC_PHI,68f.,8mi,Overcast,3mi
JAX,09/17/2017,TEN,55%,0.0,"Jacksonville, Florida",,419,JAX_TEN,86f.,9mi,Clear,7mi
IND,09/17/2017,ARI,48%,0.0,"Indianapolis, Indiana",,Fieldturf,ARI_IND,86f.,10mi,Clear,3mi
CAR,09/17/2017,BUF,53%,0.0,"Charlotte, North Carolina",,Grass,BUF_CAR,83f.,10mi,Partly Cloudy,3mi
OAK,09/17/2017,NYJ,53%,0.0,"Oakland, California",,Bluegrass,NYJ_OAK,72f.,9mi,Clear,5mi
LAC,09/17/2017,MIA,70%,0.0,"Carson, California",,Grass,LAC_MIA,72f.,10mi,Partly Cloudy,5mi
SEA,09/17/2017,SF,85%,0.0,"Seattle, Washington",,Fieldturf,SEA_SF,57f.,10mi,Drizzle,3mi
LA,09/17/2017,WAS,67%,0.0,"Los Angeles, California",,Natural,LA_WAS,73f.,10mi,Mostly Cloudy,5mi
DEN,09/17/2017,DAL,52%,0.0,"Denver, Colorado",,Grass,DAL_DEN,68f.,3mi,Partly Cloudy,0mi
ATL,09/17/2017,GB,87%,0.0,"Atlanta, Georgia",,FieldTurf,ATL_GB,70f.,3mi,Clear,0mi
NYG,09/18/2017,DET,88%,0.0,"Rutherford, New Jersey",,Fieldturf,DET_NYG,69f.,10mi,Partly Cloudy,2mi
SF,09/21/2017,LA,64%,0.0,"Santa Clara, California",,Bermuda,LA_SF,59f.,10mi,Clear,3mi
JAX,09/24/2017,BAL,59%,0.0,"London, London",,Desso,BAL_JAX,67f.,10mi,Partly Cloudy,6mi
IND,09/24/2017,CLE,32%,0.0,"Indianapolis, Indiana",,Fieldturf,CLE_IND,90f.,10mi,Clear,4mi
PHI,09/24/2017,NYG,46%,0.0,"Philadelphia, Pennsylvania",,Desso,NYG_PHI,89f.,10mi,Clear,1mi
NYJ,09/24/2017,MIA,45%,0.0,"Rutherford, New Jersey",,Fieldturf,MIA_NYJ,89f.,10mi,Clear,0mi
BUF,09/24/2017,DEN,54%,0.0,"Orchard Park, New York",,A-Turf,BUF_DEN,86f.,10mi,Clear,4mi
CAR,09/24/2017,NO,55%,0.0,"Charlotte, North Carolina",,Grass,CAR_NO,83f.,10mi,Clear,4mi
CHI,09/24/2017,PIT,42%,0.0,"Chicago, Illinois",,Grass,CHI_PIT,88f.,10mi,Clear,4mi
DET,09/24/2017,ATL,47%,0.0,"Detroit, Michigan",,Fieldturf,ATL_DET,88f.,10mi,Clear,5mi
MIN,09/24/2017,TB,49%,0.0,"Minneapolis, Minnesota",,UBU,MIN_TB,87f.,10mi,Clear,7mi
NE,09/24/2017,HOU,55%,0.0,"Foxborough, Massachusetts",,Fieldturf,HOU_NE,86f.,10mi,Clear,0mi
TEN,09/24/2017,SEA,54%,0.0,"Nashville, Tennessee",,419,SEA_TEN,86f.,10mi,Clear,2mi
GB,09/24/2017,CIN,59%,0.0,"Green Bay, Wisconsin",,Desso,CIN_GB,82f.,6mi,Clear,7mi
LAC,09/24/2017,KC,36%,0.0,"Carson, California",,Grass,KC_LAC,79f.,10mi,Clear,5mi
WAS,09/24/2017,OAK,87%,0.0,"Landover, Maryland",,Grass,OAK_WAS,70f.,6mi,Clear,0mi
ARI,09/25/2017,DAL,14%,0.0,"Glendale, Arizona",,Grass,ARI_DAL,77f.,10mi,Clear,2mi
GB,09/28/2017,CHI,86%,0.0,"Green Bay, Wisconsin",,Desso,CHI_GB,57f.,6mi,Partly Cloudy,4mi
MIA,10/01/2017,NO,90%,0.0,"London, London",,Desso,MIA_NO,62f.,8mi,Mostly Cloudy,9mi
HOU,10/01/2017,TEN,51%,0.0,"Houston, Texas",,Grass,HOU_TEN,88f.,10mi,Clear,1mi
NYJ,10/01/2017,JAX,43%,0.0,"Rutherford, New Jersey",,Fieldturf,JAX_NYJ,66f.,10mi,Clear,1mi
NE,10/01/2017,CAR,42%,0.0,"Foxborough, Massachusetts",,Fieldturf,CAR_NE,64f.,10mi,Clear,1mi
MIN,10/01/2017,DET,89%,0.0,"Minneapolis, Minnesota",,UBU,DET_MIN,56f.,7mi,Light Rain,7mi
ATL,10/01/2017,BUF,41%,0.0,"Atlanta, Georgia",,FieldTurf,ATL_BUF,70f.,4mi,Clear,6mi
BAL,10/01/2017,PIT,50%,0.0,"Baltimore, Maryland",,419,BAL_PIT,66f.,10mi,Clear,1mi
CLE,10/01/2017,CIN,40%,0.0,"Cleveland, Ohio",,Kentucky,CIN_CLE,67f.,5mi,Clear,2mi
DAL,10/01/2017,LA,37%,0.0,"Arlington, Texas",,RealGrass,DAL_LA,84f.,10mi,Clear,2mi
LAC,10/01/2017,PHI,62%,0.0,"Carson, California",,Grass,LAC_PHI,74f.,9mi,Partly Cloudy,5mi
TB,10/01/2017,NYG,86%,0.0,"Tampa, Florida",,Grass,NYG_TB,78f.,9mi,Rain,4mi
ARI,10/01/2017,SF,12%,0.0,"Glendale, Arizona",,Grass,ARI_SF,96f.,10mi,Clear,2mi
DEN,10/01/2017,OAK,50%,0.0,"Denver, Colorado",,Grass,DEN_OAK,58f.,3mi,Possible Drizzle,5mi
SEA,10/01/2017,IND,75%,0.0,"Seattle, Washington",,Fieldturf,IND_SEA,54f.,5mi,Mostly Cloudy,1mi
KC,10/02/2017,WAS,69%,0.0,"Kansas City, Missouri",,Grass,KC_WAS,75f.,8mi,Clear,7mi
TB,10/05/2017,NE,89%,0.0,"Tampa, Florida",,Grass,NE_TB,75f.,9mi,Partly Cloudy,5mi
CLE,10/08/2017,NYJ,67%,0.0,"Cleveland, Ohio",,Kentucky,CLE_NYJ,69f.,10mi,Mostly Cloudy,1mi
DET,10/08/2017,CAR,62%,0.0,"Detroit, Michigan",,Fieldturf,CAR_DET,71f.,10mi,Clear,5mi
IND,10/08/2017,SF,70%,0.0,"Indianapolis, Indiana",,Fieldturf,IND_SF,67f.,10mi,Light Rain,4mi
MIA,10/08/2017,TEN,70%,0.0,"Miami Gardens, Florida",,Grass,MIA_TEN,88f.,10mi,Clear,6mi
CIN,10/08/2017,BUF,95%,0.0,"Cincinnati, Ohio",,-,BUF_CIN,63f.,5mi,Rain,2mi
NYG,10/08/2017,LAC,85%,0.0,"Rutherford, New Jersey",,Fieldturf,LAC_NYG,77f.,9mi,Humid and Mostly Cloudy,4mi
PIT,10/08/2017,JAX,76%,0.0,"Pittsburgh, Pennsylvania",,Desso,JAX_PIT,72f.,10mi,Mostly Cloudy,3mi
PHI,10/08/2017,ARI,84%,0.0,"Philadelphia, Pennsylvania",,Desso,ARI_PHI,78f.,9mi,Light Rain,3mi
LA,10/08/2017,SEA,60%,0.0,"Los Angeles, California",,Natural,LA_SEA,75f.,9mi,Clear,4mi
OAK,10/08/2017,BAL,26%,0.0,"Oakland, California",,Bluegrass,BAL_OAK,78f.,9mi,Clear,4mi
DAL,10/08/2017,GB,25%,0.0,"Arlington, Texas",,RealGrass,DAL_GB,88f.,10mi,Clear,3mi
HOU,10/08/2017,KC,79%,0.0,"Houston, Texas",,Grass,HOU_KC,80f.,10mi,Clear,2mi
CHI,10/09/2017,MIN,86%,0.0,"Chicago, Illinois",,Grass,CHI_MIN,62f.,10mi,Clear,5mi
CAR,10/12/2017,PHI,84%,0.0,"Charlotte, North Carolina",,Grass,CAR_PHI,71f.,9mi,Mostly Cloudy,5mi
BAL,10/15/2017,CHI,79%,0.0,"Baltimore, Maryland",,419,BAL_CHI,72f.,9mi,Mostly Cloudy,5mi
HOU,10/15/2017,CLE,59%,0.0,"Houston, Texas",,Grass,CLE_HOU,88f.,8mi,Clear,4mi
MIN,10/15/2017,GB,61%,0.0,"Minneapolis, Minnesota",,UBU,GB_MIN,51f.,10mi,Mostly Cloudy,5mi
NO,10/15/2017,DET,83%,0.0,"New Orleans, Louisiana",,Fieldturf,DET_NO,80f.,10mi,Possible Light Rain,2mi
ATL,10/15/2017,MIA,69%,0.0,"Atlanta, Georgia",,FieldTurf,ATL_MIA,80f.,3mi,Partly Cloudy,2mi
NYJ,10/15/2017,NE,75%,0.0,"Rutherford, New Jersey",,Fieldturf,NE_NYJ,72f.,10mi,Mostly Cloudy,5mi
WAS,10/15/2017,SF,77%,0.0,"Landover, Maryland",,Grass,SF_WAS,73f.,8mi,Mostly Cloudy,4mi
ARI,10/15/2017,TB,6%,0.0,"Glendale, Arizona",,Grass,ARI_TB,96f.,10mi,Clear,0mi
JAX,10/15/2017,LA,77%,0.0,"Jacksonville, Florida",,419,JAX_LA,82f.,9mi,Partly Cloudy,5mi
KC,10/15/2017,PIT,45%,0.0,"Kansas City, Missouri",,Grass,KC_PIT,58f.,8mi,Clear,5mi
OAK,10/15/2017,LAC,23%,0.0,"Oakland, California",,Bluegrass,LAC_OAK,80f.,10mi,Dry,1mi
DEN,10/15/2017,NYG,52%,0.0,"Denver, Colorado",,Grass,DEN_NYG,45f.,5mi,Clear,0mi
TEN,10/16/2017,IND,80%,0.0,"Nashville, Tennessee",,419,IND_TEN,49f.,9mi,Clear,1mi
OAK,10/19/2017,KC,85%,0.0,"Oakland, California",,Bluegrass,KC_OAK,60f.,9mi,Partly Cloudy,4mi
BUF,10/22/2017,TB,47%,0.0,"Orchard Park, New York",,A-Turf,BUF_TB,73f.,10mi,Clear,3mi
PIT,10/22/2017,CIN,44%,0.0,"Pittsburgh, Pennsylvania",,Desso,CIN_PIT,76f.,10mi,Clear,2mi
MIN,10/22/2017,BAL,40%,0.0,"Minneapolis, Minnesota",,UBU,BAL_MIN,61f.,10mi,Clear,6mi
MIA,10/22/2017,NYJ,70%,0.0,"Miami Gardens, Florida",,Grass,MIA_NYJ,85f.,9mi,Humid and Partly Cloudy,9mi
LA,10/22/2017,ARI,82%,0.0,"London, London",,Desso,ARI_LA,50f.,8mi,Clear,4mi
CHI,10/22/2017,CAR,77%,0.0,"Chicago, Illinois",,Grass,CAR_CHI,68f.,8mi,Overcast,2mi
CLE,10/22/2017,TEN,44%,0.0,"Cleveland, Ohio",,Kentucky,CLE_TEN,75f.,4mi,Clear,4mi
GB,10/22/2017,NO,92%,0.0,"Green Bay, Wisconsin",,Desso,GB_NO,51f.,9mi,Mostly Cloudy,1mi
IND,10/22/2017,JAX,54%,0.0,"Indianapolis, Indiana",,Fieldturf,IND_JAX,77f.,10mi,Partly Cloudy,6mi
SF,10/22/2017,DAL,50%,0.0,"Santa Clara, California",,Bermuda,DAL_SF,72f.,10mi,Clear,3mi
NYG,10/22/2017,SEA,57%,0.0,"Rutherford, New Jersey",,Fieldturf,NYG_SEA,66f.,10mi,Clear,1mi
LAC,10/22/2017,DEN,15%,0.0,"Carson, California",,Grass,DEN_LAC,90f.,10mi,Clear,3mi
NE,10/22/2017,ATL,94%,0.0,"Foxborough, Massachusetts",,Fieldturf,ATL_NE,54f.,4mi,Partly Cloudy,0mi
PHI,10/23/2017,WAS,88%,0.0,"Philadelphia, Pennsylvania",,Desso,PHI_WAS,69f.,9mi,Partly Cloudy,3mi
BAL,10/26/2017,MIA,77%,0.0,"Baltimore, Maryland",,419,BAL_MIA,44f.,10mi,Clear,0mi
CLE,10/29/2017,MIN,61%,0.0,"London, London",,Desso,CLE_MIN,53f.,9mi,Clear,3mi
NYJ,10/29/2017,ATL,95%,0.0,"Rutherford, New Jersey",,Fieldturf,ATL_NYJ,64f.,3mi,Rain,5mi
TB,10/29/2017,CAR,56%,0.0,"Tampa, Florida",,Grass,CAR_TB,64f.,10mi,Partly Cloudy,9mi
PHI,10/29/2017,SF,95%,0.0,"Philadelphia, Pennsylvania",,Desso,PHI_SF,64f.,7mi,Possible Drizzle,2mi
NO,10/29/2017,CHI,43%,0.0,"New Orleans, Louisiana",,Fieldturf,CHI_NO,58f.,9mi,Clear,4mi
NE,10/29/2017,LAC,89%,0.0,"Foxborough, Massachusetts",,Fieldturf,LAC_NE,61f.,10mi,Light Rain,2mi
BUF,10/29/2017,OAK,93%,0.0,"Orchard Park, New York",,A-Turf,BUF_OAK,39f.,8mi,Light Rain,4mi
CIN,10/29/2017,IND,67%,0.0,"Cincinnati, Ohio",,-,CIN_IND,40f.,5mi,Mostly Cloudy,2mi
SEA,10/29/2017,HOU,86%,0.0,"Seattle, Washington",,Fieldturf,HOU_SEA,54f.,10mi,Overcast,0mi
WAS,10/29/2017,DAL,94%,0.0,"Landover, Maryland",,Grass,DAL_WAS,55f.,6mi,Possible Light Rain,2mi
DET,10/29/2017,PIT,73%,0.0,"Detroit, Michigan",,Fieldturf,DET_PIT,43f.,10mi,Mostly Cloudy,5mi
KC,10/30/2017,DEN,54%,0.0,"Kansas City, Missouri",,Grass,DEN_KC,38f.,8mi,Clear,2mi
NYJ,11/02/2017,BUF,87%,0.0,"Rutherford, New Jersey",,Fieldturf,BUF_NYJ,62f.,9mi,Clear,1mi
HOU,11/05/2017,IND,62%,0.0,"Houston, Texas",,Grass,HOU_IND,85f.,10mi,Humid and Partly Cloudy,7mi
JAX,11/05/2017,CIN,75%,0.0,"Jacksonville, Florida",,419,CIN_JAX,77f.,10mi,Mostly Cloudy,6mi
NO,11/05/2017,TB,63%,0.0,"New Orleans, Louisiana",,Fieldturf,NO_TB,82f.,10mi,Partly Cloudy,4mi
NYG,11/05/2017,LA,90%,0.0,"Rutherford, New Jersey",,Fieldturf,LA_NYG,58f.,6mi,Overcast,2mi
CAR,11/05/2017,ATL,80%,0.0,"Charlotte, North Carolina",,Grass,ATL_CAR,64f.,8mi,Overcast,1mi
PHI,11/05/2017,DEN,83%,0.0,"Philadelphia, Pennsylvania",,Desso,DEN_PHI,65f.,10mi,Overcast,2mi
TEN,11/05/2017,BAL,64%,0.0,"Nashville, Tennessee",,419,BAL_TEN,79f.,10mi,Mostly Cloudy,10mi
SF,11/05/2017,ARI,54%,0.0,"Santa Clara, California",,Bermuda,ARI_SF,59f.,10mi,Clear,2mi
SEA,11/05/2017,WAS,85%,0.0,"Seattle, Washington",,Fieldturf,SEA_WAS,36f.,10mi,Light Rain,3mi
DAL,11/05/2017,KC,47%,0.0,"Arlington, Texas",,RealGrass,DAL_KC,88f.,10mi,Clear,5mi
MIA,11/05/2017,OAK,84%,0.0,"Miami Gardens, Florida",,Grass,MIA_OAK,75f.,10mi,Clear,0mi
GB,11/06/2017,DET,66%,0.0,"Green Bay, Wisconsin",,Desso,DET_GB,34f.,10mi,Clear,3mi
ARI,11/09/2017,SEA,39%,0.0,"Glendale, Arizona",,Grass,ARI_SEA,73f.,10mi,Clear,1mi
CHI,11/12/2017,GB,85%,0.0,"Chicago, Illinois",,Grass,CHI_GB,39f.,10mi,Light Rain,0mi
DET,11/12/2017,CLE,77%,0.0,"Detroit, Michigan",,Fieldturf,CLE_DET,38f.,9mi,Drizzle,1mi
IND,11/12/2017,PIT,85%,0.0,"Indianapolis, Indiana",,Fieldturf,IND_PIT,42f.,7mi,Mostly Cloudy,2mi
JAX,11/12/2017,LAC,65%,0.0,"Jacksonville, Florida",,419,JAX_LAC,76f.,10mi,Drizzle,6mi
BUF,11/12/2017,NO,57%,0.0,"Orchard Park, New York",,A-Turf,BUF_NO,38f.,10mi,Mostly Cloudy,1mi
TB,11/12/2017,NYJ,73%,0.0,"Tampa, Florida",,Grass,NYJ_TB,78f.,8mi,Mostly Cloudy,8mi
WAS,11/12/2017,MIN,47%,0.0,"Landover, Maryland",,Grass,MIN_WAS,45f.,9mi,Clear,1mi
TEN,11/12/2017,CIN,83%,0.0,"Nashville, Tennessee",,419,CIN_TEN,53f.,9mi,Mostly Cloudy,2mi
LA,11/12/2017,HOU,65%,0.0,"Los Angeles, California",,Natural,HOU_LA,67f.,7mi,Clear,2mi
ATL,11/12/2017,DAL,91%,0.0,"Atlanta, Georgia",,FieldTurf,ATL_DAL,47f.,4mi,Mostly Cloudy,1mi
SF,11/12/2017,NYG,56%,0.0,"Santa Clara, California",,Bermuda,NYG_SF,65f.,10mi,Clear,0mi
DEN,11/12/2017,NE,54%,0.0,"Denver, Colorado",,Grass,DEN_NE,41f.,4mi,Clear,1mi
CAR,11/13/2017,MIA,67%,0.0,"Charlotte, North Carolina",,Grass,CAR_MIA,48f.,10mi,Clear,9mi
PIT,11/16/2017,TEN,80%,0.0,"Pittsburgh, Pennsylvania",,Desso,PIT_TEN,37f.,10mi,Mostly Cloudy,3mi
MIA,11/19/2017,TB,46%,0.0,"Miami Gardens, Florida",,Grass,MIA_TB,83f.,10mi,Clear,4mi
CLE,11/19/2017,JAX,73%,0.0,"Cleveland, Ohio",,Kentucky,CLE_JAX,38f.,6mi,Light Rain,11mi
GB,11/19/2017,BAL,52%,0.0,"Green Bay, Wisconsin",,Desso,BAL_GB,29f.,10mi,Partly Cloudy,9mi
HOU,11/19/2017,ARI,33%,0.0,"Houston, Texas",,Grass,ARI_HOU,63f.,10mi,Clear,5mi
MIN,11/19/2017,LA,55%,0.0,"Minneapolis, Minnesota",,UBU,LA_MIN,34f.,10mi,Clear,4mi
CHI,11/19/2017,DET,56%,0.0,"Chicago, Illinois",,Grass,CHI_DET,33f.,10mi,Partly Cloudy,9mi
NO,11/19/2017,WAS,41%,0.0,"New Orleans, Louisiana",,Fieldturf,NO_WAS,60f.,10mi,Clear,9mi
NYG,11/19/2017,KC,48%,0.0,"Rutherford, New Jersey",,Fieldturf,KC_NYG,49f.,10mi,Mostly Cloudy,9mi
LAC,11/19/2017,BUF,28%,0.0,"Carson, California",,Grass,BUF_LAC,73f.,10mi,Clear,3mi
DEN,11/19/2017,CIN,16%,0.0,"Denver, Colorado",,Grass,CIN_DEN,55f.,5mi,Clear,3mi
OAK,11/19/2017,NE,46%,0.0,"Mexico City, Tlalpan",,Grass,NE_OAK,64f.,8mi,Mostly Cloudy,5mi
DAL,11/19/2017,PHI,57%,0.0,"Arlington, Texas",,RealGrass,DAL_PHI,46f.,10mi,Clear,1mi
SEA,11/20/2017,ATL,88%,0.0,"Seattle, Washington",,Fieldturf,ATL_SEA,43f.,10mi,Partly Cloudy,2mi
DET,11/23/2017,MIN,65%,0.0,"Detroit, Michigan",,Fieldturf,DET_MIN,36f.,10mi,Mostly Cloudy,10mi
DAL,11/23/2017,LAC,28%,0.0,"Arlington, Texas",,RealGrass,DAL_LAC,66f.,10mi,Clear,2mi
WAS,11/23/2017,NYG,76%,0.0,"Landover, Maryland",,Grass,NYG_WAS,31f.,9mi,Clear,0mi
KC,11/26/2017,BUF,36%,0.0,"Kansas City, Missouri",,Grass,BUF_KC,63f.,9mi,Clear,6mi
IND,11/26/2017,TEN,44%,0.0,"Indianapolis, Indiana",,Fieldturf,IND_TEN,50f.,10mi,Clear,4mi
CIN,11/26/2017,CLE,47%,0.0,"Cincinnati, Ohio",,-,CIN_CLE,50f.,7mi,Clear,3mi
ATL,11/26/2017,TB,27%,0.0,"Atlanta, Georgia",,FieldTurf,ATL_TB,61f.,6mi,Clear,5mi
NE,11/26/2017,MIA,46%,0.0,"Foxborough, Massachusetts",,Fieldturf,MIA_NE,44f.,10mi,Partly Cloudy,4mi
PHI,11/26/2017,CHI,44%,0.0,"Philadelphia, Pennsylvania",,Desso,CHI_PHI,49f.,10mi,Clear,4mi
NYJ,11/26/2017,CAR,44%,0.0,"Rutherford, New Jersey",,Fieldturf,CAR_NYJ,47f.,10mi,Clear,6mi
SF,11/26/2017,SEA,86%,0.0,"Santa Clara, California",,Bermuda,SEA_SF,62f.,9mi,Partly Cloudy,3mi
LA,11/26/2017,NO,66%,0.0,"Los Angeles, California",,Natural,LA_NO,68f.,6mi,Clear,3mi
ARI,11/26/2017,JAX,15%,0.0,"Glendale, Arizona",,Grass,ARI_JAX,86f.,10mi,Clear,1mi
OAK,11/26/2017,DEN,91%,0.0,"Oakland, California",,Bluegrass,DEN_OAK,61f.,8mi,Partly Cloudy,5mi
PIT,11/26/2017,GB,66%,0.0,"Pittsburgh, Pennsylvania",,Desso,GB_PIT,35f.,10mi,Clear,2mi
BAL,11/27/2017,HOU,73%,0.0,"Baltimore, Maryland",,419,BAL_HOU,41f.,10mi,Clear,0mi
DAL,11/30/2017,WAS,71%,0.0,"Arlington, Texas",,RealGrass,DAL_WAS,53f.,10mi,Clear,0mi
ATL,12/03/2017,MIN,45%,0.0,"Atlanta, Georgia",,FieldTurf,ATL_MIN,66f.,6mi,Clear,1mi
TEN,12/03/2017,HOU,39%,0.0,"Nashville, Tennessee",,419,HOU_TEN,66f.,10mi,Clear,2mi
NYJ,12/03/2017,KC,70%,0.0,"Rutherford, New Jersey",,Fieldturf,KC_NYJ,48f.,10mi,Mostly Cloudy,1mi
MIA,12/03/2017,DEN,59%,0.0,"Miami Gardens, Florida",,Grass,DEN_MIA,79f.,10mi,Clear,6mi
BAL,12/03/2017,DET,61%,0.0,"Baltimore, Maryland",,419,BAL_DET,54f.,9mi,Clear,1mi
BUF,12/03/2017,NE,65%,0.0,"Orchard Park, New York",,A-Turf,BUF_NE,47f.,10mi,Clear,3mi
CHI,12/03/2017,SF,47%,0.0,"Chicago, Illinois",,Grass,CHI_SF,54f.,10mi,Clear,5mi
GB,12/03/2017,TB,56%,0.0,"Green Bay, Wisconsin",,Desso,GB_TB,47f.,10mi,Clear,4mi
JAX,12/03/2017,IND,76%,0.0,"Jacksonville, Florida",,419,IND_JAX,69f.,10mi,Mostly Cloudy,5mi
LAC,12/03/2017,CLE,65%,0.0,"Carson, California",,Grass,CLE_LAC,67f.,10mi,Clear,3mi
NO,12/03/2017,CAR,70%,0.0,"New Orleans, Louisiana",,Fieldturf,CAR_NO,67f.,10mi,Clear,3mi
OAK,12/03/2017,NYG,51%,0.0,"Oakland, California",,Bluegrass,NYG_OAK,57f.,10mi,Clear,3mi
ARI,12/03/2017,LA,25%,0.0,"Glendale, Arizona",,Grass,ARI_LA,79f.,10mi,Clear,2mi
SEA,12/03/2017,PHI,89%,0.0,"Seattle, Washington",,Fieldturf,PHI_SEA,40f.,10mi,Mostly Cloudy,0mi
CIN,12/04/2017,PIT,52%,0.0,"Cincinnati, Ohio",,-,CIN_PIT,60f.,4mi,Partly Cloudy,6mi
ATL,12/07/2017,NO,63%,0.0,"Atlanta, Georgia",,FieldTurf,ATL_NO,43f.,4mi,Mostly Cloudy,1mi
BUF,12/10/2017,IND,83%,0.0,"Orchard Park, New York",,A-Turf,BUF_IND,27f.,6mi,Flurries,7mi
TB,12/10/2017,DET,48%,0.0,"Tampa, Florida",,Grass,DET_TB,58f.,10mi,Clear,5mi
KC,12/10/2017,OAK,35%,0.0,"Kansas City, Missouri",,Grass,KC_OAK,54f.,10mi,Clear,6mi
JAX,12/10/2017,SEA,44%,0.0,"Jacksonville, Florida",,419,JAX_SEA,52f.,10mi,Clear,3mi
HOU,12/10/2017,SF,34%,0.0,"Houston, Texas",,Grass,HOU_SF,63f.,10mi,Clear,2mi
CLE,12/10/2017,GB,62%,0.0,"Cleveland, Ohio",,Kentucky,CLE_GB,29f.,6mi,Mostly Cloudy,10mi
CIN,12/10/2017,CHI,56%,0.0,"Cincinnati, Ohio",,-,CHI_CIN,34f.,7mi,Mostly Cloudy,6mi
CAR,12/10/2017,MIN,46%,0.0,"Charlotte, North Carolina",,Grass,CAR_MIN,44f.,10mi,Clear,3mi
LAC,12/10/2017,WAS,10%,0.0,"Carson, California",,Grass,LAC_WAS,82f.,10mi,Clear,2mi
DEN,12/10/2017,NYJ,8%,0.0,"Denver, Colorado",,Grass,DEN_NYJ,59f.,5mi,Clear,0mi
ARI,12/10/2017,TEN,8%,0.0,"Glendale, Arizona",,Grass,ARI_TEN,76f.,10mi,Clear,4mi
NYG,12/10/2017,DAL,62%,0.0,"Rutherford, New Jersey",,Fieldturf,DAL_NYG,35f.,10mi,Drizzle,5mi
LA,12/10/2017,PHI,10%,0.0,"Los Angeles, California",,Natural,LA_PHI,80f.,10mi,Clear,1mi
PIT,12/10/2017,BAL,62%,0.0,"Pittsburgh, Pennsylvania",,Desso,BAL_PIT,31f.,10mi,Mostly Cloudy,3mi
MIA,12/11/2017,NE,65%,0.0,"Miami Gardens, Florida",,Grass,MIA_NE,53f.,10mi,Clear,2mi
IND,12/14/2017,DEN,64%,0.0,"Indianapolis, Indiana",,Fieldturf,DEN_IND,24f.,10mi,Clear,1mi
DET,12/16/2017,CHI,81%,0.0,"Detroit, Michigan",,Fieldturf,CHI_DET,27f.,5mi,Mostly Cloudy,5mi
KC,12/16/2017,LAC,47%,0.0,"Kansas City, Missouri",,Grass,KC_LAC,47f.,9mi,Clear,2mi
JAX,12/17/2017,HOU,60%,0.0,"Jacksonville, Florida",,419,HOU_JAX,74f.,10mi,Clear,3mi
CLE,12/17/2017,BAL,84%,0.0,"Cleveland, Ohio",,Kentucky,BAL_CLE,36f.,5mi,Clear,2mi
CAR,12/17/2017,GB,45%,0.0,"Charlotte, North Carolina",,Grass,CAR_GB,52f.,10mi,Partly Cloudy,3mi
BUF,12/17/2017,MIA,81%,0.0,"Orchard Park, New York",,A-Turf,BUF_MIA,27f.,7mi,Overcast,2mi
