Away_team,GameDate,Home_team,Humidity,IsPlayoffs,Location,Stadium,Surface,Team1_Team2,Temperature,Visibility,Weather_cat,Wind
ATL,09/14/2015,PHI,61%,0.0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_PHI,65f.,10mi,Clear,2mi
SF,09/14/2015,MIN,82%,0.0,"Santa Clara, California",Click to see stadium details,Bermuda,MIN_SF,64f.,8mi,Mostly Cloudy,4mi
KC,09/17/2015,DEN,71%,0.0,"Kansas City, Missouri",Click to see stadium details,Grass,DEN_KC,80f.,8mi,Mostly Cloudy,8mi
CAR,09/20/2015,HOU,41%,0.0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_HOU,88f.,10mi,Partly Cloudy,2mi
PIT,09/20/2015,SF,50%,0.0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,PIT_SF,69f.,10mi,Clear,2mi
NO,09/20/2015,TB,45%,0.0,"New Orleans, Louisiana",Click to see stadium details,Fieldturf,NO_TB,92f.,10mi,Clear,2mi
MIN,09/20/2015,DET,50%,0.0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,DET_MIN,70f.,10mi,Partly Cloudy,12mi
CHI,09/20/2015,ARI,48%,0.0,"Chicago, Illinois",Click to see stadium details,Grass,ARI_CHI,69f.,10mi,Partly Cloudy,3mi
BUF,09/20/2015,NE,54%,0.0,"Orchard Park, New York",Click to see stadium details,A-Turf,BUF_NE,62f.,10mi,Clear,4mi
CIN,09/20/2015,LAC,43%,0.0,"Cincinnati, Ohio",Click to see stadium details,-,CIN_LAC,73f.,10mi,Partly Cloudy,6mi
CLE,09/20/2015,TEN,59%,0.0,"Cleveland, Ohio",Click to see stadium details,Kentucky,CLE_TEN,66f.,10mi,Partly Cloudy,11mi
NYG,09/20/2015,ATL,41%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,ATL_NYG,77f.,10mi,Clear,7mi
WAS,09/20/2015,LA,53%,0.0,"Landover, Maryland",Click to see stadium details,Grass,LA_WAS,75f.,10mi,Partly Cloudy,6mi
JAX,09/20/2015,MIA,57%,0.0,"Jacksonville, Florida",Click to see stadium details,419,JAX_MIA,83f.,10mi,Clear,5mi
OAK,09/20/2015,BAL,26%,0.0,"Oakland, California",Click to see stadium details,Bluegrass,BAL_OAK,89f.,10mi,Dry and Partly Cloudy,7mi
PHI,09/20/2015,DAL,43%,0.0,"Philadelphia, Pennsylvania",Click to see stadium details,Desso,DAL_PHI,74f.,10mi,Clear,7mi
GB,09/20/2015,SEA,80%,0.0,"Green Bay, Wisconsin",Click to see stadium details,Desso,GB_SEA,54f.,9mi,Clear,6mi
IND,09/21/2015,NYJ,66%,0.0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,IND_NYJ,59f.,9mi,Clear,3mi
NYG,09/24/2015,WAS,71%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYG_WAS,66f.,9mi,Clear,2mi
DAL,09/27/2015,ATL,31%,0.0,"Arlington, Texas",Click to see stadium details,RealGrass,ATL_DAL,89f.,10mi,Clear,4mi
TEN,09/27/2015,IND,67%,0.0,"Nashville, Tennessee",Click to see stadium details,419,IND_TEN,77f.,9mi,Mostly Cloudy,4mi
CLE,09/27/2015,OAK,57%,0.0,"Cleveland, Ohio",Click to see stadium details,Kentucky,CLE_OAK,75f.,10mi,Mostly Cloudy,10mi
BAL,09/27/2015,CIN,61%,0.0,"Baltimore, Maryland",Click to see stadium details,419,BAL_CIN,73f.,10mi,Mostly Cloudy,8mi
NE,09/27/2015,JAX,44%,0.0,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,JAX_NE,70f.,10mi,Clear,3mi
CAR,09/27/2015,NO,91%,0.0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_NO,67f.,4mi,Overcast,8mi
NYJ,09/27/2015,PHI,57%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYJ_PHI,70f.,10mi,Partly Cloudy,5mi
HOU,09/27/2015,TB,79%,0.0,"Houston, Texas",Click to see stadium details,Grass,HOU_TB,75f.,8mi,Mostly Cloudy,8mi
MIN,09/27/2015,LAC,44%,0.0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,LAC_MIN,80f.,10mi,Clear,13mi
LA,09/27/2015,PIT,72%,0.0,"St. Louis, Missouri",Click to see stadium details,Fieldturf,LA_PIT,76f.,9mi,Mostly Cloudy,4mi
ARI,09/27/2015,SF,18%,0.0,"Glendale, Arizona",Click to see stadium details,Grass,ARI_SF,102f.,10mi,Clear,3mi
MIA,09/27/2015,BUF,80%,0.0,"Miami Gardens, Florida",Click to see stadium details,Grass,BUF_MIA,80f.,9mi,Mostly Cloudy,0mi
SEA,09/27/2015,CHI,51%,0.0,"Seattle, Washington",Click to see stadium details,Fieldturf,CHI_SEA,62f.,10mi,Clear,7mi
DET,09/27/2015,DEN,79%,0.0,"Detroit, Michigan",Click to see stadium details,Fieldturf,DEN_DET,67f.,9mi,Mostly Cloudy,7mi
GB,09/28/2015,KC,94%,0.0,"Green Bay, Wisconsin",Click to see stadium details,Desso,GB_KC,62f.,8mi,Overcast,3mi
PIT,10/01/2015,BAL,74%,0.0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,BAL_PIT,54f.,9mi,Mostly Cloudy,7mi
MIA,10/04/2015,NYJ,57%,0.0,"London, London",Click to see stadium details,Desso,MIA_NYJ,62f.,8mi,Partly Cloudy,6mi
IND,10/04/2015,JAX,57%,0.0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,IND_JAX,71f.,10mi,Partly Cloudy,8mi
BUF,10/04/2015,NYG,65%,0.0,"Orchard Park, New York",Click to see stadium details,A-Turf,BUF_NYG,60f.,10mi,Mostly Cloudy,4mi
TB,10/04/2015,CAR,79%,0.0,"Tampa, Florida",Click to see stadium details,Grass,CAR_TB,75f.,7mi,Partly Cloudy,7mi
WAS,10/04/2015,PHI,77%,0.0,"Landover, Maryland",Click to see stadium details,Grass,PHI_WAS,59f.,9mi,Overcast,13mi
CHI,10/04/2015,OAK,81%,0.0,"Chicago, Illinois",Click to see stadium details,Grass,CHI_OAK,56f.,7mi,Overcast,8mi
ATL,10/04/2015,HOU,86%,0.0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_HOU,65f.,9mi,Overcast,9mi
CIN,10/04/2015,KC,57%,0.0,"Cincinnati, Ohio",Click to see stadium details,-,CIN_KC,73f.,10mi,Clear,8mi
LAC,10/04/2015,CLE,68%,0.0,"San Diego, California",Click to see stadium details,Grass,CLE_LAC,68f.,9mi,Mostly Cloudy,7mi
SF,10/04/2015,GB,37%,0.0,"Santa Clara, California",Click to see stadium details,Bermuda,GB_SF,76f.,10mi,Clear,6mi
ARI,10/04/2015,LA,25%,0.0,"Glendale, Arizona",Click to see stadium details,Grass,ARI_LA,91f.,10mi,Partly Cloudy,14mi
DEN,10/04/2015,MIN,64%,0.0,"Denver, Colorado",Click to see stadium details,Grass,DEN_MIN,60f.,6mi,Mostly Cloudy,5mi
NO,10/04/2015,DAL,75%,0.0,"New Orleans, Louisiana",Click to see stadium details,Fieldturf,DAL_NO,64f.,9mi,Clear,10mi
SEA,10/05/2015,DET,62%,0.0,"Seattle, Washington",Click to see stadium details,Fieldturf,DET_SEA,61f.,10mi,Partly Cloudy,2mi
HOU,10/08/2015,IND,73%,0.0,"Houston, Texas",Click to see stadium details,Grass,HOU_IND,76f.,9mi,Mostly Cloudy,2mi
KC,10/11/2015,CHI,45%,0.0,"Kansas City, Missouri",Click to see stadium details,Grass,CHI_KC,80f.,10mi,Clear,11mi
CIN,10/11/2015,SEA,42%,0.0,"Cincinnati, Ohio",Click to see stadium details,-,CIN_SEA,72f.,10mi,Clear,7mi
ATL,10/11/2015,WAS,64%,0.0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_WAS,71f.,9mi,Partly Cloudy,2mi
TB,10/11/2015,JAX,55%,0.0,"Tampa, Florida",Click to see stadium details,Grass,JAX_TB,83f.,10mi,Clear,9mi
PHI,10/11/2015,NO,44%,0.0,"Philadelphia, Pennsylvania",Click to see stadium details,Desso,NO_PHI,67f.,10mi,Clear,4mi
BAL,10/11/2015,CLE,45%,0.0,"Baltimore, Maryland",Click to see stadium details,419,BAL_CLE,68f.,10mi,Clear,0mi
GB,10/11/2015,LA,54%,0.0,"Green Bay, Wisconsin",Click to see stadium details,Desso,GB_LA,73f.,10mi,Clear,15mi
TEN,10/11/2015,BUF,45%,0.0,"Nashville, Tennessee",Click to see stadium details,419,BUF_TEN,72f.,10mi,Partly Cloudy,2mi
DET,10/11/2015,ARI,44%,0.0,"Detroit, Michigan",Click to see stadium details,Fieldturf,ARI_DET,69f.,10mi,Clear,15mi
DAL,10/11/2015,NE,30%,0.0,"Arlington, Texas",Click to see stadium details,RealGrass,DAL_NE,92f.,10mi,Clear,11mi
OAK,10/11/2015,DEN,55%,0.0,"Oakland, California",Click to see stadium details,Bluegrass,DEN_OAK,76f.,10mi,Clear,8mi
NYG,10/11/2015,SF,72%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYG_SF,57f.,9mi,Clear,3mi
LAC,10/12/2015,PIT,60%,0.0,"San Diego, California",Click to see stadium details,Grass,LAC_PIT,76f.,9mi,Partly Cloudy,5mi
NO,10/15/2015,ATL,69%,0.0,"New Orleans, Louisiana",Click to see stadium details,Fieldturf,ATL_NO,69f.,9mi,Clear,2mi
NYJ,10/18/2015,WAS,36%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYJ_WAS,48f.,10mi,Mostly Cloudy,10mi
PIT,10/18/2015,ARI,68%,0.0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,ARI_PIT,42f.,10mi,Mostly Cloudy,8mi
MIN,10/18/2015,KC,31%,0.0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,KC_MIN,62f.,10mi,Clear,15mi
BUF,10/18/2015,CIN,80%,0.0,"Orchard Park, New York",Click to see stadium details,A-Turf,BUF_CIN,37f.,9mi,Mostly Cloudy,2mi
DET,10/18/2015,CHI,39%,0.0,"Detroit, Michigan",Click to see stadium details,Fieldturf,CHI_DET,50f.,10mi,Partly Cloudy,8mi
CLE,10/18/2015,DEN,60%,0.0,"Cleveland, Ohio",Click to see stadium details,Kentucky,CLE_DEN,46f.,9mi,Mostly Cloudy,11mi
JAX,10/18/2015,HOU,66%,0.0,"Jacksonville, Florida",Click to see stadium details,419,HOU_JAX,70f.,10mi,Mostly Cloudy,13mi
TEN,10/18/2015,MIA,32%,0.0,"Nashville, Tennessee",Click to see stadium details,419,MIA_TEN,60f.,10mi,Clear,6mi
SEA,10/18/2015,CAR,85%,0.0,"Seattle, Washington",Click to see stadium details,Fieldturf,CAR_SEA,59f.,8mi,Overcast,4mi
GB,10/18/2015,LAC,53%,0.0,"Green Bay, Wisconsin",Click to see stadium details,Desso,GB_LAC,49f.,9mi,Clear,8mi
SF,10/18/2015,BAL,64%,0.0,"Santa Clara, California",Click to see stadium details,Bermuda,BAL_SF,68f.,9mi,Partly Cloudy,10mi
IND,10/18/2015,NE,51%,0.0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,IND_NE,43f.,10mi,Clear,2mi
PHI,10/19/2015,NYG,67%,0.0,"Philadelphia, Pennsylvania",Click to see stadium details,Desso,NYG_PHI,44f.,9mi,Clear,6mi
SF,10/22/2015,SEA,63%,0.0,"Santa Clara, California",Click to see stadium details,Bermuda,SEA_SF,66f.,9mi,Clear,3mi
JAX,10/25/2015,BUF,63%,0.0,"London, London",Click to see stadium details,Desso,BUF_JAX,51f.,9mi,Clear,3mi
WAS,10/25/2015,TB,65%,0.0,"Landover, Maryland",Click to see stadium details,Grass,TB_WAS,70f.,10mi,Mostly Cloudy,8mi
TEN,10/25/2015,ATL,85%,0.0,"Nashville, Tennessee",Click to see stadium details,419,ATL_TEN,61f.,8mi,Overcast,8mi
IND,10/25/2015,NO,42%,0.0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,IND_NO,61f.,10mi,Partly Cloudy,7mi
DET,10/25/2015,MIN,45%,0.0,"Detroit, Michigan",Click to see stadium details,Fieldturf,DET_MIN,58f.,10mi,Clear,5mi
KC,10/25/2015,PIT,38%,0.0,"Kansas City, Missouri",Click to see stadium details,Grass,KC_PIT,64f.,10mi,Clear,6mi
LA,10/25/2015,CLE,44%,0.0,"St. Louis, Missouri",Click to see stadium details,Fieldturf,CLE_LA,62f.,10mi,Partly Cloudy,7mi
MIA,10/25/2015,HOU,67%,0.0,"Miami Gardens, Florida",Click to see stadium details,Grass,HOU_MIA,82f.,9mi,Mostly Cloudy,11mi
NE,10/25/2015,NYJ,82%,0.0,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,NE_NYJ,58f.,8mi,Mostly Cloudy,6mi
LAC,10/25/2015,OAK,51%,0.0,"San Diego, California",Click to see stadium details,Grass,LAC_OAK,77f.,9mi,Mostly Cloudy,5mi
NYG,10/25/2015,DAL,56%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,DAL_NYG,59f.,10mi,Partly Cloudy,10mi
CAR,10/25/2015,PHI,86%,0.0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_PHI,64f.,8mi,Mostly Cloudy,0mi
ARI,10/26/2015,BAL,34%,0.0,"Glendale, Arizona",Click to see stadium details,Grass,ARI_BAL,75f.,9mi,Clear,2mi
NE,10/29/2015,MIA,48%,0.0,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,MIA_NE,53f.,10mi,Clear,9mi
KC,11/01/2015,DET,88%,0.0,"London, London",Click to see stadium details,Desso,DET_KC,57f.,3mi,Clear,3mi
ATL,11/01/2015,TB,90%,0.0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_TB,64f.,7mi,Drizzle,2mi
CLE,11/01/2015,ARI,46%,0.0,"Cleveland, Ohio",Click to see stadium details,Kentucky,ARI_CLE,63f.,10mi,Partly Cloudy,17mi
LA,11/01/2015,SF,59%,0.0,"St. Louis, Missouri",Click to see stadium details,Fieldturf,LA_SF,67f.,10mi,Clear,4mi
NO,11/01/2015,NYG,95%,0.0,"New Orleans, Louisiana",Click to see stadium details,Fieldturf,NO_NYG,68f.,2mi,Light Rain,6mi
CHI,11/01/2015,MIN,46%,0.0,"Chicago, Illinois",Click to see stadium details,Grass,CHI_MIN,61f.,10mi,Clear,7mi
BAL,11/01/2015,LAC,71%,0.0,"Baltimore, Maryland",Click to see stadium details,419,BAL_LAC,65f.,9mi,Partly Cloudy,6mi
PIT,11/01/2015,CIN,57%,0.0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,CIN_PIT,63f.,10mi,Partly Cloudy,9mi
HOU,11/01/2015,TEN,89%,0.0,"Houston, Texas",Click to see stadium details,Grass,HOU_TEN,68f.,7mi,Mostly Cloudy,4mi
OAK,11/01/2015,NYJ,71%,0.0,"Oakland, California",Click to see stadium details,Bluegrass,NYJ_OAK,68f.,9mi,Partly Cloudy,8mi
DAL,11/01/2015,SEA,83%,0.0,"Arlington, Texas",Click to see stadium details,RealGrass,DAL_SEA,63f.,9mi,Partly Cloudy,0mi
DEN,11/01/2015,GB,33%,0.0,"Denver, Colorado",Click to see stadium details,Grass,DEN_GB,52f.,7mi,Partly Cloudy,4mi
CAR,11/02/2015,IND,95%,0.0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_IND,62f.,4mi,Rain,5mi
CIN,11/05/2015,CLE,77%,0.0,"Cincinnati, Ohio",Click to see stadium details,-,CIN_CLE,65f.,9mi,Mostly Cloudy,5mi
CAR,11/08/2015,GB,57%,0.0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_GB,53f.,9mi,Mostly Cloudy,7mi
NE,11/08/2015,WAS,38%,0.0,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,NE_WAS,54f.,10mi,Clear,8mi
NO,11/08/2015,TEN,85%,0.0,"New Orleans, Louisiana",Click to see stadium details,Fieldturf,NO_TEN,62f.,8mi,Overcast,14mi
BUF,11/08/2015,MIA,56%,0.0,"Orchard Park, New York",Click to see stadium details,A-Turf,BUF_MIA,47f.,10mi,Clear,6mi
MIN,11/08/2015,LA,39%,0.0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,LA_MIN,57f.,10mi,Clear,14mi
NYJ,11/08/2015,JAX,41%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,JAX_NYJ,57f.,10mi,Clear,7mi
PIT,11/08/2015,OAK,48%,0.0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,OAK_PIT,51f.,10mi,Clear,0mi
TB,11/08/2015,NYG,84%,0.0,"Tampa, Florida",Click to see stadium details,Grass,NYG_TB,77f.,7mi,Mostly Cloudy,1mi
SF,11/08/2015,ATL,83%,0.0,"Santa Clara, California",Click to see stadium details,Bermuda,ATL_SF,58f.,7mi,Mostly Cloudy,2mi
IND,11/08/2015,DEN,43%,0.0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,DEN_IND,49f.,10mi,Clear,4mi
DAL,11/08/2015,PHI,61%,0.0,"Arlington, Texas",Click to see stadium details,RealGrass,DAL_PHI,53f.,10mi,Clear,2mi
LAC,11/09/2015,CHI,69%,0.0,"San Diego, California",Click to see stadium details,Grass,CHI_LAC,61f.,9mi,Partly Cloudy,7mi
NYJ,11/12/2015,BUF,85%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,BUF_NYJ,56f.,9mi,Partly Cloudy,9mi
GB,11/15/2015,DET,53%,0.0,"Green Bay, Wisconsin",Click to see stadium details,Desso,DET_GB,57f.,8mi,Clear,6mi
TB,11/15/2015,DAL,59%,0.0,"Tampa, Florida",Click to see stadium details,Grass,DAL_TB,77f.,10mi,Partly Cloudy,9mi
TEN,11/15/2015,CAR,33%,0.0,"Nashville, Tennessee",Click to see stadium details,419,CAR_TEN,60f.,10mi,Partly Cloudy,3mi
LA,11/15/2015,CHI,28%,0.0,"St. Louis, Missouri",Click to see stadium details,Fieldturf,CHI_LA,67f.,9mi,Clear,8mi
WAS,11/15/2015,NO,31%,0.0,"Landover, Maryland",Click to see stadium details,Grass,NO_WAS,62f.,10mi,Clear,7mi
PHI,11/15/2015,MIA,38%,0.0,"Philadelphia, Pennsylvania",Click to see stadium details,Desso,MIA_PHI,59f.,10mi,Clear,9mi
PIT,11/15/2015,CLE,39%,0.0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,CLE_PIT,60f.,10mi,Clear,6mi
BAL,11/15/2015,JAX,31%,0.0,"Baltimore, Maryland",Click to see stadium details,419,BAL_JAX,63f.,10mi,Clear,5mi
OAK,11/15/2015,MIN,62%,0.0,"Oakland, California",Click to see stadium details,Bluegrass,MIN_OAK,57f.,9mi,Clear,15mi
NYG,11/15/2015,NE,44%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NE_NYG,54f.,10mi,Clear,5mi
DEN,11/15/2015,KC,17%,0.0,"Denver, Colorado",Click to see stadium details,Grass,DEN_KC,59f.,4mi,Partly Cloudy,1mi
SEA,11/15/2015,ARI,85%,0.0,"Seattle, Washington",Click to see stadium details,Fieldturf,ARI_SEA,42f.,10mi,Partly Cloudy,1mi
CIN,11/16/2015,HOU,81%,0.0,"Cincinnati, Ohio",Click to see stadium details,-,CIN_HOU,49f.,6mi,Partly Cloudy,2mi
JAX,11/19/2015,TEN,96%,0.0,"Jacksonville, Florida",Click to see stadium details,419,JAX_TEN,71f.,9mi,Partly Cloudy,2mi
DET,11/22/2015,OAK,63%,0.0,"Detroit, Michigan",Click to see stadium details,Fieldturf,DET_OAK,31f.,10mi,Clear,10mi
ATL,11/22/2015,IND,48%,0.0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_IND,47f.,10mi,Clear,8mi
HOU,11/22/2015,NYJ,44%,0.0,"Houston, Texas",Click to see stadium details,Grass,HOU_NYJ,52f.,10mi,Clear,5mi
PHI,11/22/2015,TB,46%,0.0,"Philadelphia, Pennsylvania",Click to see stadium details,Desso,PHI_TB,48f.,10mi,Mostly Cloudy,10mi
CHI,11/22/2015,DEN,71%,0.0,"Chicago, Illinois",Click to see stadium details,Grass,CHI_DEN,29f.,7mi,Clear,6mi
BAL,11/22/2015,LA,45%,0.0,"Baltimore, Maryland",Click to see stadium details,419,BAL_LA,47f.,10mi,Partly Cloudy,10mi
MIA,11/22/2015,DAL,85%,0.0,"Miami Gardens, Florida",Click to see stadium details,Grass,DAL_MIA,75f.,8mi,Partly Cloudy,10mi
CAR,11/22/2015,WAS,49%,0.0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_WAS,52f.,10mi,Partly Cloudy,8mi
LAC,11/22/2015,KC,25%,0.0,"San Diego, California",Click to see stadium details,Grass,KC_LAC,78f.,10mi,Clear,4mi
MIN,11/22/2015,GB,66%,0.0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,GB_MIN,32f.,9mi,Mostly Cloudy,7mi
SEA,11/22/2015,SF,64%,0.0,"Seattle, Washington",Click to see stadium details,Fieldturf,SEA_SF,48f.,10mi,Partly Cloudy,3mi
ARI,11/22/2015,CIN,28%,0.0,"Glendale, Arizona",Click to see stadium details,Grass,ARI_CIN,65f.,10mi,Clear,2mi
NE,11/23/2015,BUF,47%,0.0,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,BUF_NE,28f.,10mi,Clear,5mi
DET,11/26/2015,PHI,68%,0.0,"Detroit, Michigan",Click to see stadium details,Fieldturf,DET_PHI,55f.,10mi,Mostly Cloudy,15mi
DAL,11/26/2015,CAR,92%,0.0,"Arlington, Texas",Click to see stadium details,RealGrass,CAR_DAL,68f.,5mi,Humid and Mostly Cloudy,11mi
GB,11/26/2015,CHI,93%,0.0,"Green Bay, Wisconsin",Click to see stadium details,Desso,CHI_GB,35f.,5mi,Light Rain,10mi
HOU,11/29/2015,NO,91%,0.0,"Houston, Texas",Click to see stadium details,Grass,HOU_NO,55f.,5mi,Overcast,8mi
CIN,11/29/2015,LA,81%,0.0,"Cincinnati, Ohio",Click to see stadium details,-,CIN_LA,45f.,8mi,Mostly Cloudy,6mi
ATL,11/29/2015,MIN,54%,0.0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_MIN,72f.,10mi,Mostly Cloudy,1mi
WAS,11/29/2015,NYG,90%,0.0,"Landover, Maryland",Click to see stadium details,Grass,NYG_WAS,46f.,6mi,Overcast,5mi
IND,11/29/2015,TB,69%,0.0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,IND_TB,44f.,9mi,Mostly Cloudy,8mi
KC,11/29/2015,BUF,95%,0.0,"Kansas City, Missouri",Click to see stadium details,Grass,BUF_KC,34f.,4mi,Light Rain,5mi
TEN,11/29/2015,OAK,93%,0.0,"Nashville, Tennessee",Click to see stadium details,419,OAK_TEN,57f.,4mi,Overcast,2mi
JAX,11/29/2015,LAC,56%,0.0,"Jacksonville, Florida",Click to see stadium details,419,JAX_LAC,75f.,10mi,Clear,6mi
NYJ,11/29/2015,MIA,47%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,MIA_NYJ,48f.,10mi,Clear,5mi
SF,11/29/2015,ARI,37%,0.0,"Santa Clara, California",Click to see stadium details,Bermuda,ARI_SF,57f.,10mi,Clear,2mi
SEA,11/29/2015,PIT,81%,0.0,"Seattle, Washington",Click to see stadium details,Fieldturf,PIT_SEA,37f.,5mi,Mostly Cloudy,2mi
DEN,11/29/2015,NE,91%,0.0,"Denver, Colorado",Click to see stadium details,Grass,DEN_NE,21f.,1mi,Light Snow,0mi
CLE,11/30/2015,BAL,74%,0.0,"Cleveland, Ohio",Click to see stadium details,Kentucky,BAL_CLE,42f.,9mi,Mostly Cloudy,8mi
DET,12/03/2015,GB,78%,0.0,"Detroit, Michigan",Click to see stadium details,Fieldturf,DET_GB,40f.,9mi,Mostly Cloudy,11mi
NYG,12/06/2015,NYJ,51%,0.0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYG_NYJ,52f.,10mi,Clear,5mi
LA,12/06/2015,ARI,56%,0.0,"St. Louis, Missouri",Click to see stadium details,Fieldturf,ARI_LA,50f.,10mi,Mostly Cloudy,4mi
TB,12/06/2015,ATL,61%,0.0,"Tampa, Florida",Click to see stadium details,Grass,ATL_TB,78f.,10mi,Partly Cloudy,11mi
MIN,12/06/2015,SEA,90%,0.0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,MIN_SEA,36f.,6mi,Overcast,3mi
BUF,12/06/2015,HOU,59%,0.0,"Orchard Park, New York",Click to see stadium details,A-Turf,BUF_HOU,49f.,10mi,Mostly Cloudy,4mi
MIA,12/06/2015,BAL,75%,0.0,"Miami Gardens, Florida",Click to see stadium details,Grass,BAL_MIA,78f.,9mi,Mostly Cloudy,14mi
CLE,12/06/2015,CIN,66%,0.0,"Cleveland, Ohio",Click to see stadium details,Kentucky,CIN_CLE,46f.,9mi,Mostly Cloudy,5mi
TEN,12/06/2015,JAX,52%,0.0,"Nashville, Tennessee",Click to see stadium details,419,JAX_TEN,56f.,10mi,Mostly Cloudy,4mi
CHI,12/06/2015,SF,65%,0.0,"Chicago, Illinois",Click to see stadium details,Grass,CHI_SF,46f.,9mi,Clear,4mi
LAC,12/06/2015,DEN,35%,0.0,"San Diego, California",Click to see stadium details,Grass,DEN_LAC,71f.,10mi,Partly Cloudy,7mi
OAK,12/06/2015,KC,81%,0.0,"Oakland, California",Click to see stadium details,Bluegrass,KC_OAK,60f.,9mi,Mostly Cloudy,3mi
